"coding_CID" "coding_FDR" "as_CID" "as_FDR"
"191" 70696859 0.918848167539267 57399801 0.931064572425829
"192" 11717091 0.919270833333333 56604024 0.931423611111111
"193" 11605761 0.919689119170985 56603997 0.931778929188256
"194" 44410704 0.920103092783505 9947709 0.93213058419244
"195" 10294883 0.920512820512821 56603987 0.932478632478632
"196" 21951965 0.920918367346939 57403320 0.932823129251701
"197" 44418540 0.921319796954315 57399802 0.933164128595601
"198" 11453116 0.921717171717172 57399804 0.933501683501683
"199" 44418539 0.922110552763819 57401575 0.933835845896147
"200" 44418572 0.9225 44397710 0.934166666666667
"201" 44418555 0.922885572139303 5329868 0.934494195688226
"202" 44418556 0.923267326732673 5329849 0.934818481848185
"203" 44418532 0.923645320197044 5329850 0.935139573070608
"204" 44418533 0.924019607843137 5329801 0.935457516339869
"205" 16099859 0.924390243902439 9901964 0.935772357723577
"206" 11957417 0.924757281553398 9604915 0.936084142394822
"207" 25190921 0.92512077294686 11604319 0.936392914653784
"208" 16048194 0.925480769230769 11627264 0.936698717948718
"209" 16048415 0.925837320574163 11656050 0.937001594896332
"210" 25190924 0.926190476190476 11669455 0.937301587301587
"211" 16048303 0.92654028436019 9604912 0.937598736176935
"212" 16664858 0.92688679245283 70682205 0.937893081761006
"213" 766949 0.927230046948357 70696859 0.938184663536776
"214" 44431824 0.927570093457944 11717091 0.938473520249221
"215" 766948 0.927906976744186 11605761 0.938759689922481
"216" 9927432 0.928240740740741 44410704 0.939043209876543
"217" 24180608 0.928571428571429 10294883 0.939324116743472
"218" 44433173 0.928899082568807 21951965 0.93960244648318
"219" 11281930 0.929223744292237 44418540 0.939878234398782
"220" 10160775 0.929545454545455 44418539 0.940151515151515
"221" 10113568 0.929864253393665 44418572 0.940422322775264
"222" 24896610 0.93018018018018 44418555 0.940690690690691
"223" 25093474 0.930493273542601 44418556 0.940956651718984
"224" 6539574 0.930803571428571 44418532 0.941220238095238
"225" 6539584 0.931111111111111 44418533 0.941481481481481
"226" 6539603 0.93141592920354 16099859 0.941740412979351
"227" 11617559 0.931718061674009 25190921 0.941997063142438
"228" 44418547 0.932017543859649 16048194 0.942251461988304
"229" 453216 0.932314410480349 16048415 0.942503639010189
"230" 9951300 0.932608695652174 25190924 0.942753623188406
"231" 25190926 0.932900432900433 16048303 0.943001443001443
"232" 9910722 0.933189655172414 16664858 0.943247126436782
"233" 6539049 0.933476394849785 766949 0.943490701001431
"234" 10158653 0.933760683760684 44431824 0.943732193732194
"235" 6539047 0.934042553191489 766948 0.943971631205674
"236" 10200651 0.934322033898305 24180608 0.944209039548023
"237" 6539056 0.934599156118143 44433173 0.944444444444444
"238" 6539093 0.934873949579832 10160775 0.944677871148459
"239" 5793317 0.935146443514644 10113568 0.944909344490934
"240" 6539086 0.935416666666667 25093474 0.945138888888889
"241" 6539085 0.935684647302905 6539574 0.94536652835408
"242" 6539087 0.935950413223141 6539584 0.945592286501377
"243" 6539075 0.936213991769547 6539603 0.945816186556927
"244" 15872403 0.936475409836066 11617559 0.94603825136612
"245" 9800117 0.936734693877551 44418547 0.946258503401361
"246" 18536627 0.936991869918699 453216 0.946476964769648
"247" 18536613 0.937246963562753 9951300 0.946693657219973
"248" 5329855 0.9375 25190926 0.946908602150538
"249" 15872407 0.937751004016064 9910722 0.947121820615797
"250" 9890357 0.938 6539049 0.947333333333333
"251" 15872388 0.938247011952191 10158653 0.947543160690571
"252" 9604958 0.938492063492063 6539047 0.947751322751323
"253" 9604940 0.938735177865613 10200651 0.947957839262187
"254" 9604911 0.938976377952756 6539056 0.948162729658793
"255" 5329404 0.93921568627451 6539093 0.948366013071895
"256" 17892742 0.939453125 5793317 0.948567708333333
"257" 44329036 0.939688715953307 6539085 0.948767833981842
"258" 6539451 0.939922480620155 6539075 0.948966408268734
"259" 6539522 0.94015444015444 15872403 0.949163449163449
"260" 6539487 0.940384615384615 9800117 0.949358974358974
"261" 6539364 0.940613026819923 18536627 0.949553001277139
"262" 11290221 0.940839694656489 5329855 0.949745547073791
"263" 6539369 0.94106463878327 15872407 0.949936628643853
"264" 44397147 0.941287878787879 9890357 0.950126262626263
"265" 6539385 0.941509433962264 15872388 0.950314465408805
"266" 599038 0.941729323308271 9604958 0.950501253132832
"267" 11473228 0.941947565543071 9604940 0.950686641697878
"268" 5329875 0.942164179104478 5329404 0.950870646766169
"269" 5329802 0.942379182156134 44329036 0.951053283767038
"270" 44418545 0.942592592592593 6539451 0.951234567901235
"271" 11247002 0.94280442804428 6539522 0.951414514145141
"272" 11502866 0.943014705882353 6539487 0.951593137254902
"273" 11640889 0.943223443223443 44397147 0.951770451770452
"274" 9858084 0.943430656934307 6539385 0.951946472019465
"275" 11233873 0.943636363636364 599038 0.952121212121212
"276" 9873849 0.943840579710145 11473228 0.952294685990338
"277" 44418546 0.944043321299639 5329875 0.952466907340554
"278" 23646936 0.944244604316547 5329802 0.952637889688249
"279" 579429 0.944444444444444 44418545 0.952807646356033
"280" 44433171 0.944642857142857 11247002 0.95297619047619
"281" 10295475 0.944839857651246 11502866 0.953143534994069
"282" 6539593 0.945035460992908 11640889 0.953309692671395
"283" 6539046 0.945229681978799 9858084 0.953474676089517
"284" 6539598 0.945422535211268 11233873 0.953638497652582
"285" 6539611 0.945614035087719 9873849 0.953801169590643
"286" 6539567 0.945804195804196 44418546 0.953962703962704
"287" 6539089 0.945993031358885 23646936 0.954123112659698
"288" 15872406 0.946180555555556 579429 0.954282407407407
"289" 15872409 0.94636678200692 44433171 0.954440599769319
"290" 6539607 0.946551724137931 10295475 0.954597701149425
"291" 10236195 0.946735395189003 6539593 0.95475372279496
"292" 11751266 0.946917808219178 6539046 0.954908675799087
"293" 6539412 0.947098976109215 6539598 0.955062571103527
"294" 10321190 0.947278911564626 6539611 0.955215419501134
"295" 11269477 0.947457627118644 6539567 0.955367231638418
"296" 9604970 0.947635135135135 15872406 0.955518018018018
"297" 5329854 0.947811447811448 15872409 0.955667789001122
"298" 10286242 0.947986577181208 6539607 0.955816554809843
"299" 44581765 0.948160535117057 10236195 0.955964325529543
"300" 25218573 0.948333333333333 6539412 0.956111111111111
"301" 25263114 0.948504983388704 9604970 0.9562569213732
"302" 25263110 0.948675496688742 5329854 0.956401766004415
"303" 25263099 0.948844884488449 10286242 0.956545654565457
"304" 44571449 0.949013157894737 44581222 0.956688596491228
"305" 24856364 0.949180327868852 44581765 0.956830601092896
"306" 44578672 0.949346405228758 25218573 0.956971677559913
"307" 44593640 0.949511400651466 25263114 0.957111834961998
"308" 44578253 0.949675324675325 25263110 0.957251082251082
"309" 44578254 0.949838187702265 25263099 0.957389428263215
"310" 44578563 0.95 24856364 0.95752688172043
"311" 9822610 0.95016077170418 44578672 0.957663451232583
"312" 25263087 0.950320512820513 44593640 0.957799145299145
"313" 25263103 0.950479233226837 44578253 0.957933972310969
"314" 25263088 0.950636942675159 44578254 0.958067940552017
"315" 25263116 0.950793650793651 44578563 0.958201058201058
"316" 42618163 0.950949367088608 25263087 0.958333333333333
"317" 42618164 0.951104100946372 25263103 0.958464773922187
"318" 11569498 0.95125786163522 25263088 0.958595387840671
"319" 9857146 0.95141065830721 25263116 0.958725182863114
"320" 44589696 0.9515625 42618163 0.958854166666667
"321" 25263118 0.951713395638629 42618164 0.958982346832814
"322" 10193464 0.951863354037267 11569498 0.959109730848861
"323" 10469531 0.952012383900929 9857146 0.959236326109391
"324" 44587530 0.952160493827161 44589696 0.959362139917695
"325" 25023715 0.952307692307692 10193464 0.95948717948718
"326" 44571453 0.952453987730061 10469531 0.95961145194274
"327" 10125875 0.952599388379205 44587530 0.95973496432212
"328" 25263092 0.952743902439024 25218584 0.959857723577236
"329" 9826308 0.952887537993921 44571453 0.959979736575481
"330" 25263078 0.953030303030303 10125875 0.96010101010101
"331" 44578425 0.953172205438066 25263092 0.960221550855992
"332" 44578255 0.953313253012048 9826308 0.960341365461847
"333" 44578401 0.953453453453453 25263078 0.960460460460461
"334" 5329489 0.953592814371258 44578425 0.960578842315369
"335" 25263083 0.953731343283582 25218571 0.960696517412935
"336" 25263115 0.953869047619048 44578255 0.960813492063492
"337" 11155941 0.954005934718101 44578401 0.960929772502473
"338" 11328632 0.95414201183432 5329489 0.961045364891519
"339" 25263117 0.954277286135693 25263083 0.961160275319567
"340" 25263119 0.954411764705882 25263115 0.961274509803922
"341" 10171618 0.954545454545455 11155941 0.9613880742913
"342" 10193482 0.954678362573099 25263117 0.961500974658869
"343" 56604044 0.954810495626822 10171618 0.961613216715258
"344" 9604943 0.954941860465116 10193482 0.96172480620155
"345" 56604020 0.955072463768116 9604943 0.961835748792271
"346" 9604948 0.955202312138728 9604948 0.961946050096339
"347" 9604926 0.955331412103746 9604926 0.962055715658021
"348" 9604922 0.955459770114943 9604922 0.962164750957854
"349" 22464113 0.955587392550143 22464113 0.962273161413563
"350" 10475737 0.955714285714286 10475737 0.962380952380952
