molid,CS
CID044536075,0.967054263565891
CID044328896,0.9671814671814668
CID006539578,0.967307692307692
CID025263084,0.88125
CID044526069,0.9674329501915708
CID006539565,0.9675572519083968
CID044592364,0.9676806083650192
CID006539486,0.96780303030303
CID044578252,0.967924528301887
CID044532639,0.968045112781955
CID009929101,0.968164794007491
CID006539472,0.881632653061225
CID024804780,0.968283582089552
CID017755233,0.968401486988848
CID044525939,0.9685185185185192
CID010278843,0.9686346863468628
CID044525959,0.96875
CID025093464,0.9688644688644692
CID006539506,0.882
CID044529229,0.882352941176471
CID006539461,0.9689781021897808
CID000447966,0.9690909090909092
CID044532445,0.969202898550725
CID044433573,0.9693140794223828
CID006539602,0.9694244604316552
CID006539513,0.9695340501792108
CID001489204,0.969642857142857
CID053467178,0.969750889679715
CID044529385,0.9698581560283692
CID006539473,0.8
CID006539605,0.969964664310954
CID044305812,0.970070422535211
CID009923028,0.9701754385964908
CID044525960,0.97027972027972
CID044525485,0.970383275261324
CID011231979,0.9704861111111108
CID044525970,0.970588235294118
CID044525937,0.970689655172414
CID044529831,0.970790378006873
CID024803300,0.970890410958904
CID009836051,0.97098976109215
CID006539610,0.97108843537415
CID044529101,0.971186440677966
CID011524582,0.971283783783784
CID010595057,0.971380471380471
CID009814925,0.971476510067114
CID044532297,0.971571906354515
CID051356854,0.971666666666667
CID044528946,0.971760797342193
CID006539587,0.9718543046357622
CID010267580,0.971947194719472
CID044525928,0.972039473684211
CID044525946,0.972131147540984
CID057401867,0.972222222222222
CID010186182,0.882692307692308
CID044525973,0.972312703583062
CID044527001,0.972402597402597
CID006539496,0.972491909385113
CID011373846,0.97258064516129
CID044306199,0.883018867924528
CID044529112,0.972668810289389
CID057396627,0.883333333333333
CID046214650,0.97275641025641
CID006539504,0.9728434504792328
CID044525944,0.972929936305732
CID049862644,0.8
CID049798353,0.973015873015873
CID011712734,0.973101265822785
CID002409198,0.973186119873817
CID000156422,0.973270440251572
CID057398391,0.973354231974922
CID044336137,0.9734375
CID006539428,0.973520249221184
CID044526072,0.97360248447205
CID005329481,0.9736842105263158
CID044532978,0.9737654320987652
