molid,CS
5034,0.899606299
448008,0.864361702
449054,0.896341463
453216,0.945974576
579429,0.953971119
599038,0.825870647
766948,0.943333333
766949,0.942825112
5329404,0.950581395
5329489,0.962053571
5329801,0.934278351
5329802,0.95260223
5329829,0.622222222
5329831,0.789930556
5329849,0.93359375
5329850,0.933937824
5329853,0.8725
5329854,0.956185567
5329855,0.949604743
5329857,0.892857143
5329860,0.742857143
5329861,0.662280702
5329868,0.811781609
5329875,0.828502415
5482344,informer
5793317,0.948170732
6518526,0.642156863
6539046,0.954626335
6539047,0.94731405
6539049,0.946875
6539056,0.947745902
6539075,0.949
6539081,informer
6539085,0.94858871
6539086,0.948380567
6539087,0.948795181
6539089,0.955263158
6539093,0.947959184
6539097,0.926724138
6539099,0.926300578
6539107,informer
6539108,informer
6539361,0.898
6539364,0.951520913
6539369,0.951886792
6539382,0.895491803
6539385,0.952247191
6539390,0.901923077
6539397,0.904850746
6539409,0.827205882
6539411,0.771825397
6539412,0.830985915
6539413,0.904135338
6539414,0.781481481
6539417,0.903409091
6539418,0.768292683
6539422,0.824494949
6539424,0.787234043
6539430,0.728494624
6539439,0.901162791
6539440,0.792517007
6539451,0.950961538
6539453,0.861413043
6539466,0.869897959
6539478,0.8671875
6539482,0.865789474
6539487,0.951335878
6539502,0.868556701
6539521,0.862903226
6539522,0.951149425
6539567,0.955105634
6539574,0.712962963
6539584,0.945043103
6539592,0.842592593
6539593,0.954464286
6539597,0.848214286
6539598,0.954787234
6539599,0.846385542
6539600,0.844512195
6539603,0.94527897
6539607,0.955729167
6539611,0.954946996
6539617,0.851744186
6539620,0.85
6539751,0.894628099
6603857,0.950195313
9604911,0.717261905
9604912,0.697916667
9604915,0.93494898
9604922,0.963362069
9604926,0.737745098
9604940,0.950389105
9604943,0.963150289
9604948,0.840625
9604958,0.95
9604970,0.956034483
9800117,0.949203187
9822610,0.833333333
9826308,0.961246201
9827373,0.873762376
9857146,0.834459459
9858084,0.953296703
9858662,0.886160714
9873849,0.953467153
9885504,0.858333333
9890357,0.82010582
9901444,0.887168142
9901964,0.934615385
9910722,0.94665272
9917474,0.938405797
9922527,0.89375
9926067,0.885135135
9927432,0.703333333
9944269,0.884090909
9947709,0.928370787
9951300,0.946202532
10113568,0.944565217
10125875,0.960889571
10133732,0.902671756
10158653,0.947095436
10160775,0.944323144
10171618,0.962609971
10173796,informer
10193464,0.960031348
10193482,0.962719298
10200651,0.947530864
10215776,0.900390625
10236195,0.955882353
10272700,0.929166667
10286242,0.956335616
10294883,0.938106796
10295475,0.954301075
10308522,informer
10321190,0.832175926
10469531,0.96015625
10475737,0.963571429
11155941,0.838675214
11163861,informer
11231939,0.890086207
11233873,0.829761905
11244488,0.888157895
11247002,0.721264368
11269477,0.630208333
11273032,0.961596386
11281930,0.944078947
11284937,0.960526316
11290221,0.951704545
11307581,0.960769231
11328632,0.839662447
11392350,0.889130435
11453116,0.813559322
11473228,0.952425373
11502866,0.95295203
11569498,0.959651899
11604319,0.935279188
11605761,0.9375
11617559,0.945512821
11626927,informer
11627264,0.935606061
11640889,0.953125
11656050,0.935929648
11669455,0.93625
11680113,0.775193798
11717091,0.937192118
11751266,0.725
11957417,0.815277778
11959377,0.547619048
11959682,0.416666667
11959683,0.458333333
15872388,0.821614583
15872391,0.855113636
15872400,0.853448276
15872403,0.816939891
15872404,0.856741573
15872406,0.95541958
15872407,0.94980315
15872408,0.877403846
15872409,0.955574913
16048194,0.941513761
16048303,0.942307692
16048415,0.941780822
16051023,0.760683761
16099859,0.597222222
16219401,0.85989011
16236469,0.906934307
16664858,0.942567568
17892742,0.823076923
18536613,0.949404762
18536627,0.818548387
21701565,0.913265306
21951965,0.938701923
22464113,0.963467049
22464120,0.78442029
22609796,0.938995215
22727427,0.962936047
23646936,0.953804348
23646938,informer
24180608,0.943584071
24856364,0.958059211
24896610,0.708333333
24949545,0.764583333
25023715,0.602564103
25093474,0.944805195
25190921,0.94124424
25190924,0.942045455
25190926,0.946428571
25210971,0.956632653
25210972,0.957070707
25211574,0.960648148
25218571,0.961711712
25218573,0.95735786
25218584,0.960280374
25218593,0.961009174
25218600,informer
25218601,informer
25218614,informer
25218621,0.956484642
25263078,0.961363636
25263083,0.962166172
25263087,0.958870968
25263088,0.959134615
25263092,0.836622807
25263099,0.957781457
25263103,0.959003215
25263110,0.957641196
25263114,0.9575
25263115,0.962278107
25263116,0.959265176
25263117,0.962389381
25263118,0.95990566
25263119,0.9625
25263120,0.747685185
25263123,0.752252252
25263124,0.756578947
25263274,0.957214765
42618163,0.959394904
42618164,0.95952381
44329036,0.950772201
44386338,0.871212121
44396990,0.778409091
44397010,0.897177419
44397032,0.574074074
44397147,0.952067669
44397201,0.898809524
44397250,0.613095238
44397453,0.5625
44397710,0.933246073
44410704,0.937804878
44418532,0.940697674
44418533,0.940972222
44418539,0.93957346
44418540,0.939285714
44418545,0.952777778
44418546,0.953636364
44418547,0.945744681
44418555,0.940140845
44418556,0.940420561
44418572,0.939858491
44431824,0.943080357
44433171,0.954136691
44433173,0.943832599
44532204,0.734848485
44532523,0.962827988
44536036,informer
44571414,0.957920792
44571435,0.837662338
