molid,RS
5034,-7.99125
448008,-8.35625
449054,-40.35
453216,-7.34875
579429,-4.6925
599038,-4.14875
766948,-2.335
766949,-6.47
5329404,-31.04125
5329489,-18.74625
5329801,-14.49375
5329802,-9.2
5329829,informer
5329831,-68.70375
5329849,-30.62375
5329850,-33.66125
5329853,-41.56375
5329854,-55.16
5329855,-50.57875
5329857,-25.10875
5329860,-70.36625
5329861,-68.9475
5329868,-62.03
5329875,-61.4675
5482344,-81.81625
5793317,-34.30875
6518526,-70.97875
6539046,-50.4225
6539047,-35.10375
6539049,-41.23875
6539056,informer
6539075,-55.62125
6539081,informer
6539085,-54.78
6539086,-47.89
6539087,-54.445
6539089,-55.6325
6539093,-29.2475
6539097,-17.22125
6539099,-11.31875
6539107,-82.69625
6539108,-85.695
6539361,-51.655
6539364,-40.05125
6539369,-51.6275
6539382,-14.6
6539385,-22.15875
6539390,-25.645
6539397,-25.9725
6539409,-68.83375
6539411,-8.06875
6539412,-17.415
6539413,-5.56375
6539414,-44.28125
6539417,-5.08375
6539418,-22.3325
6539422,-22.39375
6539424,-40.5925
6539430,-55.3075
6539439,-4.49
6539440,-57.33
6539451,-14.73375
6539453,-9.98
6539466,-4.54125
6539478,-8.795
6539482,-8.6975
6539487,-3.60125
6539502,-3.71125
6539521,-10.565
6539522,-11.11
6539567,-6.8325
6539574,-53.44125
6539584,-19.30625
6539592,-8.035
6539593,-12.32
6539597,-7.51375
6539598,-4.30875
6539599,-6.95625
6539600,-12.975
6539603,-11.77125
6539607,-9.845
6539611,-6.3325
6539617,-56.86875
6539620,-34.24125
6539751,-26.3025
6603857,-12.03125
9604911,-71.9075
9604912,-72.23125
9604915,-42.67875
9604922,-34.4875
9604926,-63.13875
9604940,-9.1925
9604943,-30.1475
9604948,-64.5875
9604958,-18.725
9604970,-3.61
9800117,-11.7275
9822610,-87.56
9826308,-64.18
9827373,-13.73875
9857146,-7.91125
9858084,-13.7225
9858662,-47.7
9873849,-4.85625
9885504,-3.52875
9890357,-6.46
9901444,-32.355
9901964,-31.76625
9910722,-5.89
9917474,-5.4775
9922527,-5.75375
9926067,-65.22625
9927432,informer
9944269,-45.35375
9947709,-2.025
9951300,-7.32625
10113568,-82.3575
10125875,-11.29125
10133732,-12.15125
10158653,-10.0975
10160775,-72.79875
10171618,-6.99125
10173796,-73.01375
10193464,-47.1925
10193482,-3.9875
10200651,-9.72875
10215776,-50.71875
10236195,-6.1175
10272700,-17.035
10286242,-4.39625
10294883,-46.15125
10295475,-4.515
10308522,-55.64125
10321190,-8.2025
10469531,-6.32
10475737,-2.915
11155941,-12.57125
11163861,-62.8025
11231939,-34.96625
11233873,-14.7425
11244488,-54.0575
11247002,-9.21875
11269477,-23.495
11273032,-8.32
11281930,informer
11284937,-7.52125
11290221,-39.40375
11307581,-3.87875
11328632,informer
11392350,-23.57875
11453116,-17.7525
11473228,-25.92375
11502866,-8.26375
11569498,-14.66875
11604319,-40.5525
11605761,-6.20625
11617559,-8.07
11626927,informer
11627264,-5.40875
11640889,-8.30125
11656050,-8.47
11669455,-4.74
11680113,-6.64125
11717091,-16.395
11751266,informer
11957417,-73.29875
11959377,-10.37375
11959682,-37.82875
11959683,-47.7275
15872388,-5.48125
15872391,-5.95125
15872400,-5.73625
15872403,-10.1275
15872404,-9.365
15872406,-8.5675
15872407,-7.0825
15872408,-8.50375
15872409,-4.29125
16048194,-7.61
16048303,-11.59125
16048415,-33.35125
16051023,-42.7925
16099859,-4.5625
16219401,-57.66125
16236469,-7.2075
16664858,-6.54375
17892742,-21.73125
18536613,-7.5075
18536627,-2.88
21701565,-82.285
21951965,-4.005
22464113,-19.57625
22464120,-20.755
22609796,-2.1125
22727427,-16.95
