"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.969371347367581,0.969371347367581,0.969327171775203,0.969282724333026,0.98098513525788,0.980976505365542,0.980967821871389,0.980959084274469,0.980950292067567,0.981051088439543,0.981042557085175,0.981033972074491,0.981025332899701,0.981016639046589,0.981007889994411,0.980999085215785,0.980990224176593,0.980981306335868,0.980972331145684,0.967055143423502
"2",0.984947517518187,0.984947517518187,0.984901509849015,0.984855218181886,0.99893261447849,0.999754450020836,0.99975399656296,0.999753540270973,0.99975308111822,0.99975308111822,0.999752619077715,0.999752154122127,0.999751686223783,0.999751215354655,0.999750741486361,0.999750264590154,0.999749784636921,0.999749301597172,0.999748815441037,0.984993243794887
"3",0.993736635510761,0.993784413607569,0.993765654109436,0.993746779168237,0.982058429959473,0.982051562645593,0.982044652677589,0.982037699656826,0.982030703179682,0.982079526422358,0.982072639131071,0.982065708523487,0.982058734189673,0.999850568740594,0.999850411784219,0.999700985315481,0.999700349453873,0.999699709516228,0.999699065463229,0.99375542628664
"4",0.980082987176396,0.980128231520739,0.980112591500472,0.980096854637975,0.953914473368155,0.953908640655084,0.953902771487557,0.953896865522741,0.953890922413493,0.953937162702524,0.953931327965737,0.953925456300237,0.953919547354321,0.938561606024272,0.938553578137877,0.965339959072658,0.96532350147808,0.965306938386101,0.965290268779061,0.98009867003195
"5",0.979068759790688,0.979068759790688,0.979052784905559,0.979036711713444,0.982058429959473,0.982051562645593,0.982044652677589,0.982037699656826,0.982030703179682,0.982079526422358,0.982072639131071,0.982065708523487,0.982058734189673,0.948101167801201,0.948085571189716,0.982491036610625,0.982485350191096,0.982479627436617,0.982473867997816,0.97908463726798
"6",0.712136462307669,0.84136153912862,0.841217786189956,0.841073159373244,0.840927650685699,0.84437129909412,0.812926837397561,0.812864687027729,0.812802155367285,0.812739238896623,0.812675934052685,0.812612237228289,0.812612237228289,0.812548144771444,0.81248365298465,0.812418758124188,0.812353456399397,0.794765525189035,0.774788582171366,0.712222396680457
"7",0.988359287776461,0.988359287776461,0.988323886788048,0.988288267947399,0.998356954428014,0.998352177166184,0.998347370231921,0.998342533347911,0.998337666233377,0.998388064419364,0.998383324778049,0.998378555327669,0.998373755786119,0.998368925867724,0.99836406528318,0.998359173739499,0.998354250939948,0.998349296583989,0.998344310367221,0.986231038579856
"8",0.988854044470673,0.988822119714811,0.99136624179772,0.998123701841702,0.999577044879491,0.999576103290222,0.999575156194582,0.999574203544129,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.9443500094435,0.992557193833618
"9",0.994579215840184,0.994563926201797,0.995371850217201,0.997835806840455,0.99804222715631,0.998036842278505,0.998031426093271,0.998025978326782,0.99802049870201,0.998014986938675,0.998009442753204,0.998003865858673,0.997998255964767,0.997992612777722,0.997986936000278,0.997981225331625,0.997975480467351,0.995610434666529,0.995597514258901,0.991941622164314
"10",0.981324792421944,0.981270794696429,0.94040423680929,0.905411851159382,0.90900000909,0.90900000909,0.90900000909,0.90900000909,0.950159744014872,0.950147050921589,0.950134282498376,0.950121438072643,0.950108516963772,0.950095518482991,0.9544500095445,0.9544500095445,0.9544500095445,0.9544500095445,0.9544500095445,0.98610737980327
"11",0.970171574676098,0.970161470305788,0.970161470305788,0.970151305968888,0.970141081129982,0.942574915440787,0.942560889237078,0.942875076200157,0.942861906686735,0.942848658077135,0.942835329656635,0.942821920701872,0.942808430480716,0.943127377852326,0.943114775068646,0.943102095438723,0.969896591855577,0.969885306656844,0.969873952223764,0.970181619608937
"12",0.931859476774216,0.932516462550215,0.936544816696275,0.933803862721497,0.933763654270865,0.884593394548998,0.884563292804032,0.884533010267805,0.884502545306662,0.884471896267203,0.88444106147599,0.888906324678537,0.888888874670364,0.888871318259702,0.888853654470381,0.888835882314255,0.888835882314255,0.640988532725675,0.640936556116968,0.905048448733763
"13",0.947119364309903,0.947050623657357,0.950711800241111,0.839062371743044,0.839021562514824,0.839282587578346,0.839242310713945,0.839201794106304,0.839161035608467,0.83912003304777,0.839078784225446,0.845084189690906,0.84506078095238,0.845037230771325,0.8450135378619,0.844989700922631,0.84570480910071,0.93543371631273,0.935416442165821,0.960314525732178
"14",0.670545552724988,0.92587170206724,0.925842503816114,0.926607091151927,0.858326078062169,0.858287329371404,0.858248340750665,0.85820910996458,0.858169634749921,0.858219875932214,0.858180311001158,0.858140498014108,0.858100434630913,0.858151149786624,0.858110993622323,0.613046086163127,0.614224291856529,0.606473151739685,0.606401278866239,0.736452711927863
"15",0.67779617594262,0.677707670780441,0.837332162494432,0.767401905807521,0.767270427600777,0.757434305226131,0.757324798024176,0.719291466078856,0.719223522517906,0.830323523628906,0.830225507394814,0.759665679636798,0.759562081915604,0.744312720946189,0.744214371666282,0.748330744700906,0.641055773354672,0.670503324857278,0.67044312646947,0.708502674520306
"16",0.659374621978362,0.659305562148611,0.659236074703816,0.659166155659985,0.580419631972421,0.693973838715439,0.693822663188227,0.621292482701953,0.621197647721411,0.8635500086355,0.863454122558592,0.837037508370375,0.816945722455171,0.816893797977855,0.816841541714741,0.832669177655765,0.589639941998636,0.582012505820125,0.837293255961357,0.65569200655692
"17",0.840600563961561,0.744201674108683,0.744099855465315,0.74399741597656,0.743894349946589,0.611333135573066,0.781846377961613,0.781745187304631,0.781643372013964,0.781540926288061,0.964361810885854,0.773142946464555,0.910258576080779,0.910209904935432,0.846426445245874,0.850083341834167,0.654372019122336,0.587743539000464,0.754729965353207,0.887793060237447
"18",0.674274677795378,0.878448339376589,0.878356315498627,0.878263712854137,0.878170525965833,0.866383559220037,0.695057507365651,0.694967145523955,0.694876209956281,0.694784695181169,0.898976858661872,0.827135572542611,0.815159712098966,0.815115645314805,0.815071294228811,0.812386824679821,0.631898997121238,0.580854423101777,0.704626948585786,0.674346403693784
"19",0.737108477661856,0.787537476176304,0.814936821336181,0.662855856564972,0.936602679989172,0.912371670844785,0.912323733613033,0.81057653871801,0.834600264209542,0.860397258070923,0.849715427658831,0.942805633893411,0.967895796676392,0.967610681190221,0.967585209161052,0.967559583685923,0.970356205916987,0.970338874614912,0.891005705932068,0.836340021005625
"20",0.941981798113052,0.941981798113052,0.941923005003706,0.941863855572485,0.807669992879131,0.827833980688908,0.827778385388478,0.82772245005563,0.82766617156123,0.828432966047425,0.828378700591479,0.907660713218619,0.907613417195792,0.907565828318335,0.907517943857788,0.912474447729618,0.628980955247394,0.628903455808265,0.767586612450402,0.942040238110631
"21",0.944703433848232,0.925645673670871,0.925610250219958,0.885955581148712,0.885926009614547,0.885896258858963,0.885959383859594,0.885929644117655,0.885899723035827,0.885869618950439,0.885839330177412,0.885808855011935,0.944713220985594,0.944671479354122,0.944629479260536,0.944693972295237,0.90083870869879,0.900789838200445,0.900740663213014,0.658429666015434
"22",0.954615626412372,0.994244466956019,0.994244466956019,0.994227684929186,0.994210803009335,0.994210803009335,0.994193820301903,0.997434599618587,0.997427195983811,0.997419747748825,0.997412254509399,0.997589951330085,0.9975829511523,0.997575908420243,0.997568822744698,0.997561693731688,0.997554520982402,0.99754730409312,0.997540042655139,0.921707137244753
"23",0.902767758520103,0.943749610001406,0.943749610001406,0.943739090348624,0.94372850770391,0.94372850770391,0.943717861499768,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.947273693683263,0.869735511655935
"24",0.649528543080651,0.636531657741463,0.636684547651249,0.599634226179829,0.599531048940096,0.670497052858817,0.670251904850667,0.670005238898195,0.600405797929524,0.600303417217987,0.736540929240409,0.7362900073629,0.602447592231372,0.602350666400865,0.602253129050922,0.60215497437598,0.795370198429893,0.648982720775542,0.648767395022706,0.579464411282449
"25",0.635283903633806,0.635209206352092,0.635134054983559,0.635058445374975,0.610642299684405,0.715769401653107,0.715633958076585,0.715497681001131,0.718014618291257,0.673142562286981,0.673059629021618,0.638697740133107,0.564664030491361,0.959405617070692,0.962716228377162,0.96259966479841,0.96248236811539,0.970376148505023,0.970282718563587,0.635358150931895
"26",0.764101079069582,0.763981352624616,0.763860896140351,0.662067912911636,0.661962725725675,0.705341385230451,0.975287086675948,0.97708483119942,0.97878314777987,0.958937719673411,0.958865959011907,0.95892141043216,0.958849375409588,0.958776890168126,0.958703950473739,0.961887189538009,0.96176727527788,0.972664939654317,0.97257847911354,0.661079770313862
"27",0.896972424309487,0.905717905446504,0.905667417963557,0.90561663436634,0.905565552042081,0.905514168347177,0.905462480606741,0.905410486114137,0.905358182130505,0.905305565884284,0.905252634570721,0.86604876125924,0.865993104118689,0.865937110681216,0.865880777889577,0.717837966028041,0.717798764213635,0.71775932263278,0.717719639079037,0.882291019556363
"28",0.976693161629396,0.976626475283506,0.976559404578274,0.669586220568695,0.724638518807079,0.984539227236697,0.983622567975761,0.983622567975761,0.983575111876567,0.983527378256326,0.983479364673503,0.984901509849015,0.79225115836499,0.792228469460746,0.792205645904252,0.989781974183534,0.994394608158232,0.994378174122886,0.895718811352398,0.99173463742451
"29",0.947115139154148,0.947093940106778,0.948013448786493,0.947994792088644,0.838783051866091,0.992236928527021,0.992214587181621,0.992214587181621,0.992192115185079,0.903135492902323,0.9031182443253,0.903503106380164,0.903486843354395,0.903470483812153,0.903454026891683,0.99447314427309,0.996508218920306,0.996498063857196,0.950911985557024,0.934410095799432
"30",0.883385872211468,0.886490616075532,0.886416548656553,0.88634204426165,0.853202897652279,0.853116915945022,0.853030423960571,0.837147913765091,0.837584246462769,0.837538795140094,0.837493072466239,0.816314987028948,0.87193188471296,0.871900761731056,0.871869450694881,0.87183794989485,0.9986523629277,0.998648570687362,0.895941158610762,0.912189482806105
"31",0.801811568711757,0.801764355843731,0.801764355843731,0.801716868482285,0.843071084012106,0.802861669836197,0.802817113291329,0.8029500080295,0.802905579876563,0.80125677271845,0.801207087658089,0.716711545628654,0.805863469597096,0.805827159393583,0.805790633057906,0.843470605449631,0.857018272043237,0.856998657218635,0.85697892423244,0.801858509459507
