molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw,RS,CS,AS
CID009903786,,,-0.009209166666655,0.9058823529410001,372,-0.05512273317202197,-42.9893,0.8640000000000001,0.8905660377358492
CID009914412,,,-0.007833980980473996,0.839622641509,169,-0.10140223369434,-38.2418,0.966535433070866,0.959574468085106
CID009923028,,,-0.008406611638446,0.875,291,-0.072733523449424,-26.8319,0.9701754385964908,0.909473684210526
CID009925372,,,-0.008156788793095998,0.819277108434,115,-0.09518649585759198,-19.5436,0.9657258064516128,0.958992805755396
CID009925594,,,-0.007423287451986001,0.8987341772149999,354,-0.05660369599550903,-21.7915,0.966269841269841,0.907575757575758
CID009926791,,,-0.007204349556779004,0.8823529411759999,318,-0.07122409345719002,-7.81295,0.896341463414634,0.92027972027972
CID009929101,,,-0.007003595807657002,0.7294117647059999,23,-0.14796149630083305,-10.9272,0.968164794007491,0.96135593220339
CID009935852,,,-0.005628260869562998,0.855769230769,217,-0.08226014922047699,-67.6008,0.9532967032967028,0.8380952380952379
CID009945516,,,-0.008415799460703,0.869047619048,264,-0.07542391013994801,-19.885,0.9384057971014492,0.93903743315508
CID009945696,,,-0.0077867074358099996,0.840909090909,174,-0.091698758578161,-19.9179,0.886764705882353,0.914444444444444
CID009958299,,,-0.006031134588356,0.8571428571430001,219,-0.07981476454404798,-66.1049,0.936567164179104,0.93804347826087
CID010028480,,,-0.007215384615402001,0.885714285714,329,-0.06958362823444697,-25.0237,0.8844827586206899,0.8
CID010086873,,,-0.0065197348425749995,0.833333333333,140,-0.09422606465495399,-9.59633,0.9198113207547168,0.92875
CID010135552,,,-0.006637851731603999,0.885416666667,328,-0.071128193661743,-16.5177,0.977513227513228,0.97038961038961
CID010151417,,,-0.006512594128823001,informer,informer,informer,-75.8094,informer,0.96984126984127
CID010158539,,,-0.010606107078703002,0.852631578947,210,-0.09323094398363098,-7.57873,0.9758522727272728,0.968595041322314
