molid,CS
6539592,0.0769230769230769
6539600,0.14285714285714302
6539599,0.2
6539597,0.25
6539620,0.294117647058823
6539617,0.0
11959377,0.33333333333333304
11959682,0.368421052631579
11959683,0.4
15872400,0.42857142857142894
15872391,0.454545454545455
15872404,0.4782608695652171
9885504,0.5
16219401,0.52
6539453,0.538461538461538
6539521,0.555555555555556
448008,0.5714285714285711
6539482,0.586206896551724
6539478,0.6
6539502,0.6129032258064521
6539466,0.625
44386338,0.0
5329853,0.6363636363636359
9827373,0.647058823529412
53239985,0.6571428571428571
53239984,0.666666666666667
15872408,0.675675675675676
6518526,0.6842105263157889
56604006,0.6923076923076921
53239978,0.7
5329860,0.7073170731707321
56667992,0.7142857142857142
53239955,0.7209302325581389
56681565,0.7272727272727271
53239967,informer
9944269,0.733333333333333
9926067,0.7391304347826091
9858662,0.74468085106383
9901444,0.75
11244488,0.755102040816326
11392350,0.76
11231939,0.7647058823529409
56604005,0.7692307692307689
56603995,0.7735849056603772
56604013,0.7777777777777779
25263120,0.781818181818182
25263123,0.0
25263124,0.0
16051023,0.0
56667993,0.7857142857142858
56657596,0.7894736842105259
24949545,0.793103448275862
5329857,0.796610169491525
5329861,0.8
9922527,0.80327868852459
6539751,0.806451612903226
6539382,0.80952380952381
449054,0.8125
44397010,0.815384615384615
6539418,0.818181818181818
44397250,0.0
6539411,0.8208955223880601
6539361,0.823529411764706
44397201,0.826086956521739
11680113,0.8285714285714291
5034,0.830985915492958
10215776,0.833333333333333
44396990,0.8356164383561641
6539439,0.837837837837838
6539414,0.84
44397453,0.0
5329829,0.842105263157895
6539390,0.8441558441558441
10133732,0.8461538461538459
6539417,0.848101265822785
6539413,0.85
22464120,0.8518518518518521
6539424,0.853658536585366
44397032,0.8554216867469878
5329831,0.857142857142857
6539397,0.858823529411765
6539440,0.86046511627907
53239988,0.8620689655172409
57400544,0.8636363636363641
16236469,0.865168539325843
57400541,0.866666666666667
57400545,0.8681318681318679
57398861,0.8695652173913041
56603980,0.870967741935484
56604034,informer
57391875,0.8723404255319149
57393604,0.8736842105263158
57400542,0.875
57398867,0.8762886597938141
57398866,0.8775510204081629
57390087,0.878787878787879
57395317,0.88
21701565,0.881188118811881
57395310,0.882352941176471
57398144,0.883495145631068
57398145,0.8846153846153849
57391091,0.8857142857142858
57403316,0.886792452830189
57398146,0.8878504672897201
57394599,0.8888888888888891
56604030,0.8899082568807339
57399798,0.890909090909091
57398147,0.8918918918918921
57396350,0.892857142857143
57401572,0.8938053097345129
57396351,0.8947368421052628
57396352,0.8956521739130441
57391092,0.8965517241379308
57399799,0.897435897435897
