molid,bglf4_c_s_1,bglf4_c_l_1,bglf4_c_w_1,bglf4_p_s_1,bglf4_p_l_1,bglf4_p_w_1,pknb_c_s_1,pknb_c_l_1,pknb_c_w_1,pknb_p_s_1,pknb_p_l_1,pknb_p_w_1
25263114,0.828571428571,86,-0.14944210692816906,0.828571428571,216,-0.5156055642024191,nan,nan,-0.037376096274394005,0.824074074074,69,-0.14774382780457193
25263115,0.8348623853210001,97,-0.14516901591210996,0.824561403509,224,-0.519850921116982,nan,nan,-0.03685320806382399,0.8303571428569999,87,-0.14873570950293502
25263116,0.8348623853210001,98,-0.14255961057759794,0.824561403509,230,-0.5129532250756879,nan,nan,-0.03552261779039399,0.81981981982,63,-0.145546396752237
25263117,0.78431372549,21,-0.17744438761812903,0.78431372549,73,-0.5692303911507249,nan,nan,-0.029036256060450995,0.836363636364,95,-0.11414163834754598
25263118,0.798076923077,32,-0.16744084838679604,0.798076923077,127,-0.6012782155429279,nan,nan,-0.026047052372821997,0.837837837838,101,-0.11603676687544895
25263119,0.803738317757,43,-0.16461812706304,0.803738317757,84,-0.5983288679079721,nan,nan,-0.029780396947288998,0.8,51,-0.15171040676936998
25263120,0.823008849558,70,-0.146019199655053,0.823008849558,211,-0.5284752504064311,nan,nan,-0.024013563271187997,0.8290598290600001,83,-0.10948689885053794
25263123,0.813559322034,55,-0.15423914558284796,0.80487804878,140,-0.5373100065984538,nan,nan,-0.026510281385271003,0.8,55,-0.16256162130480795
25263124,0.808695652174,50,-0.15657018613786305,0.8,116,-0.5385223608117199,nan,nan,-0.023447992588132995,0.844262295082,119,-0.12852964607966003
25263274,0.814516129032,58,-0.15439893891504602,0.814516129032,181,-0.5396232031107071,nan,nan,-0.020346177137047,0.847328244275,127,-0.130854600304037
42618163,0.894230769231,276,-0.10577258329923403,0.814814814815,87,-0.4991465187911801,nan,nan,-0.019353250078727,0.855769230769,165,-0.126884632181119
42618164,0.892156862745,270,-0.10396848636394404,0.779220779221,59,-0.562447817067111,nan,nan,-0.019812203846296,0.864077669903,203,-0.12638014386656904
44329036,0.80198019802,39,-0.16292086018114005,0.780952380952,62,-0.548961169520017,nan,nan,-0.014906607735560002,0.7444444444439999,52,-0.17110589832647405
44386338,0.916666666667,335,-0.077245282150223,0.851351351351,107,-0.45619877522780095,nan,nan,-0.01445252268158,0.909090909091,346,-0.078670805470682
44396990,0.91,321,-0.082097701955308,0.895238095238,349,-0.339723933848158,nan,nan,-0.011866696170695003,0.621951219512,21,-0.19834204127126598
44397032,0.888888888889,265,-0.09414869286902902,0.875,335,-0.34895890568531696,nan,nan,-0.011271398499618994,0.7741935483869999,47,-0.13944004607682597
44397147,0.92,339,-0.07315814112003598,0.901234567901,345,-0.317829419204826,nan,nan,-0.011423919042481996,0.617283950617,19,-0.19733351513058398
44397201,0.891089108911,266,-0.093255621058406,0.8666666666670001,332,-0.35404066256635874,nan,nan,-0.011649371341434995,0.651162790698,27,-0.19473687578682392
44397250,0.8969072164949999,288,-0.08889617765075905,0.893203883495,333,-0.3392985661338349,nan,nan,-0.011303699651301995,0.766666666667,45,-0.14424021313226798
44397453,0.911764705882,325,-0.077859052644769,0.904761904762,340,-0.301524007897799,nan,nan,-0.012650512215693998,0.75,41,-0.136705983160422
44397710,0.9029126213590001,305,-0.08724706944420096,0.888888888889,322,-0.35783304310085,nan,nan,-0.013057923183267005,0.714285714286,35,-0.16371259434983002
44410704,0.823008849558,71,-0.15213417311089997,0.823008849558,217,-0.50585962548329,nan,nan,-0.021057026398045995,0.8487394957979999,137,-0.127573283885642
44418532,0.881720430108,250,-0.10693046789559797,0.881720430108,306,-0.39641341687660697,nan,nan,-0.017927189588899998,0.886597938144,287,-0.08991281298770598
44418533,0.905263157895,311,-0.08346225811743299,0.905263157895,346,-0.32697338065625603,nan,nan,-0.015954778405763002,0.897959183673,315,-0.07678346398900703
44418540,0.879120879121,240,-0.10276352126961402,0.879120879121,323,-0.36998578328034903,nan,nan,-0.019304127382413997,0.8842105263160001,277,-0.08054656585287201
44418545,0.9072164948450001,316,-0.08386723460695492,0.9072164948450001,336,-0.320667629823604,nan,nan,-0.016729927407063,0.865979381443,213,-0.09434164847571597
44418546,0.895833333333,281,-0.09647508363210103,0.881188118812,292,-0.4078885877961711,nan,nan,-0.021871586786273996,0.854166666667,151,-0.115087203083613
