,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ABL1,0.46236559139784944,0.5161290322580645,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.46236559139784944,0.4982078853046595,0.4982078853046595,0.5161290322580645,0.5161290322580645,0.5878136200716846,0.5878136200716846,0.6236559139784946,0.6057347670250897,0.5878136200716846,0.6057347670250897,0.6057347670250897,0.5878136200716846,0.5878136200716846,0.6057347670250897,0.6236559139784946,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.7311827956989247,0.7311827956989247,0.7311827956989247,0.7132616487455197,0.7132616487455197,0.7132616487455197,0.7132616487455197,0.7491039426523297,0.7491039426523297,0.7670250896057348,0.7670250896057348,0.7849462365591398,0.7849462365591398,0.7849462365591398,0.8028673835125448,0.8028673835125448,0.8028673835125448,0.8207885304659498,0.8207885304659498
ABL1_E255K,0.4618055555555556,0.53125,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4618055555555556,0.4791666666666667,0.4791666666666667,0.53125,0.5138888888888888,0.5659722222222222,0.5659722222222222,0.6701388888888888,0.6875,0.6875,0.7222222222222222,0.6875,0.6701388888888888,0.7048611111111112,0.7048611111111112,0.7743055555555556,0.7569444444444444,0.7569444444444444,0.7569444444444444,0.7569444444444444,0.8090277777777778,0.8090277777777778,0.8263888888888888,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7743055555555556,0.8611111111111112,0.8784722222222222,0.8784722222222222,0.8611111111111112,0.84375,0.8611111111111112,0.8958333333333333,0.8958333333333333,0.8958333333333333,0.8958333333333333,0.9131944444444444
ABL1_H396P,0.4618055555555556,0.5138888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4618055555555556,0.4618055555555556,0.4444444444444444,0.4791666666666667,0.5138888888888888,0.5138888888888888,0.5138888888888888,0.5486111111111112,0.5833333333333334,0.6354166666666666,0.6180555555555556,0.6180555555555556,0.6180555555555556,0.6354166666666666,0.6354166666666666,0.6180555555555556,0.6180555555555556,0.6527777777777778,0.6875,0.7048611111111112,0.7048611111111112,0.7048611111111112,0.7048611111111112,0.7569444444444444,0.7395833333333334,0.7569444444444444,0.7395833333333334,0.7395833333333334,0.7395833333333334,0.7395833333333334,0.7395833333333334,0.7743055555555556,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.8090277777777778,0.8090277777777778,0.8263888888888888,0.8263888888888888,0.8263888888888888,0.8263888888888888
ABL1_M351T,0.4612794612794613,0.5117845117845118,0.4612794612794613,0.4612794612794613,0.4781144781144781,0.4781144781144781,0.4781144781144781,0.4781144781144781,0.4612794612794613,0.5117845117845118,0.5454545454545454,0.5454545454545454,0.5791245791245792,0.5791245791245792,0.6296296296296297,0.6801346801346801,0.6464646464646464,0.6464646464646464,0.6464646464646464,0.6464646464646464,0.6632996632996633,0.6464646464646464,0.6632996632996633,0.6801346801346801,0.7306397306397306,0.7306397306397306,0.7306397306397306,0.7306397306397306,0.7306397306397306,0.7643097643097643,0.7643097643097643,0.7643097643097643,0.7474747474747474,0.7643097643097643,0.7643097643097643,0.7643097643097643,0.7811447811447811,0.7643097643097643,0.8316498316498316,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8316498316498316,0.8316498316498316,0.8484848484848484,0.8484848484848484,0.8484848484848484,0.8484848484848484
ABL1_Q252H,0.4618055555555556,0.5138888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4618055555555556,0.4618055555555556,0.4444444444444444,0.4618055555555556,0.5138888888888888,0.5138888888888888,0.5659722222222222,0.5486111111111112,0.5833333333333334,0.6527777777777778,0.6180555555555556,0.6180555555555556,0.6180555555555556,0.6354166666666666,0.6354166666666666,0.6006944444444444,0.6354166666666666,0.6354166666666666,0.7048611111111112,0.7048611111111112,0.7048611111111112,0.6875,0.6875,0.7569444444444444,0.7569444444444444,0.7569444444444444,0.7395833333333334,0.7569444444444444,0.7569444444444444,0.7222222222222222,0.7222222222222222,0.7916666666666667,0.8090277777777778,0.8090277777777778,0.8090277777777778,0.8090277777777778,0.8090277777777778,0.8263888888888888,0.8263888888888888,0.84375,0.84375,0.8611111111111112
ABL1_T315I,0.46502057613168724,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.48559670781893005,0.5679012345679012,0.588477366255144,0.6296296296296297,0.7530864197530864,0.7119341563786008,0.7736625514403292,0.7736625514403292,0.7942386831275721,0.7736625514403292,0.7325102880658436,0.7119341563786008,0.7119341563786008,0.7119341563786008,0.7325102880658436,0.7325102880658436,0.7325102880658436,0.7325102880658436,0.7530864197530864,0.7530864197530864,0.7736625514403292,0.7942386831275721,0.7736625514403292,0.7942386831275721,0.7942386831275721,0.7942386831275721,0.8148148148148148,0.8353909465020577,0.8559670781893003,0.8559670781893003,0.8559670781893003,0.8353909465020577,0.8353909465020577,0.8353909465020577,0.8353909465020577,0.8353909465020577,0.8353909465020577,0.8559670781893003
ABL1_Y253F,0.46236559139784944,0.5161290322580645,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.46236559139784944,0.4982078853046595,0.4982078853046595,0.5340501792114696,0.5161290322580645,0.5698924731182795,0.5698924731182795,0.6594982078853047,0.6594982078853047,0.6594982078853047,0.6953405017921147,0.6415770609318996,0.6415770609318996,0.6415770609318996,0.6415770609318996,0.7132616487455197,0.6953405017921147,0.6953405017921147,0.7132616487455197,0.7132616487455197,0.7849462365591398,0.7849462365591398,0.7670250896057348,0.7491039426523297,0.7491039426523297,0.7491039426523297,0.7491039426523297,0.7491039426523297,0.7849462365591398,0.7849462365591398,0.7849462365591398,0.7849462365591398,0.7849462365591398,0.8028673835125448,0.8387096774193548,0.8387096774193548,0.8387096774193548,0.8566308243727598,0.8566308243727598
AKT1,0.5061728395061729,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKT2,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKT3,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.9494949494949494,0.9494949494949494,0.9494949494949494,0.9494949494949494
ALK,0.4444444444444444,0.4444444444444444,0.5029239766081871,0.9415204678362573,0.9122807017543859,0.9415204678362573,0.9415204678362573,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,0.9707602339181286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AMPKA1_A1B1G1,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7660818713450293,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.8538011695906432,0.8538011695906432,0.8538011695906432,0.8538011695906432,0.8538011695906432,0.8538011695906432,0.8830409356725146,0.8830409356725146,0.8830409356725146,0.8830409356725146,0.8830409356725146,0.8830409356725146,0.8830409356725146,0.8830409356725146,0.8538011695906432,0.8538011695906432,0.8538011695906432,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719,0.8245614035087719
AMPKA2_A2B1G1,0.7712418300653595,0.7712418300653595,0.803921568627451,0.803921568627451,0.803921568627451,0.803921568627451,0.8366013071895426,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.869281045751634,0.869281045751634,0.869281045751634,0.869281045751634,0.869281045751634,0.869281045751634,0.869281045751634,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255
ARG,0.46236559139784944,0.5161290322580645,0.46236559139784944,0.46236559139784944,0.5161290322580645,0.5161290322580645,0.4982078853046595,0.5161290322580645,0.46236559139784944,0.5519713261648745,0.5698924731182795,0.5698924731182795,0.5878136200716846,0.6057347670250897,0.6236559139784946,0.6236559139784946,0.6236559139784946,0.6236559139784946,0.6236559139784946,0.6594982078853047,0.6594982078853047,0.6415770609318996,0.6415770609318996,0.6415770609318996,0.6774193548387096,0.6953405017921147,0.6953405017921147,0.6953405017921147,0.7132616487455197,0.7132616487455197,0.7132616487455197,0.7311827956989247,0.7132616487455197,0.7311827956989247,0.7311827956989247,0.7311827956989247,0.7670250896057348,0.7670250896057348,0.7849462365591398,0.7849462365591398,0.7849462365591398,0.8028673835125448,0.8028673835125448,0.8028673835125448,0.8028673835125448,0.8207885304659498,0.8207885304659498,0.8207885304659498
