,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ABL1,0.4347595132316013,0.42366560108495593,0.57617567042363,0.6975928272098236,0.6868035190615837,0.5860378468477302,0.5717938630999213,0.5580546512774982,0.5653077379774392,0.6020186028102118,0.5952357320099255,0.5938868976503385,0.6218915409967043,0.6156080945702264,0.6779218169028238,0.7075604838709678,0.8548387096774194,0.8538780463140863,0.855954554676405,0.8551948712730233,0.8550428746427113,0.8533538146441372,0.8510376001643724,0.8500463774090488,0.863006617038875,0.863707084327352,0.8644120707596255,0.8609458189790166,0.8633221617092585,0.8611957549647998,0.8661184904069154,0.8653622421998942,0.864707130730051,0.8686255722346428,0.8684041871395002,0.864430393312614,0.8638709677419355,0.8623368216636098,0.8619831132279715,0.8797358735657068,0.8782448137286847,0.8891061149125665,0.8878596338273759,0.8874794969928923,0.8851217906517447,0.8839590443686007,0.8820150243040212,0.8911428888149873
ABL1_E255K,0.4283971471471471,0.4278049698795181,0.6462424471299094,0.7391098484848484,0.7286284194528875,0.6214748475609756,0.6115252293577982,0.5954754601226995,0.5990384615384614,0.6125961538461538,0.6066743827160493,0.6063273993808049,0.6256793478260869,0.6199376947040499,0.6820312500000001,0.6889694357366771,0.8573667711598746,0.8563286163522013,0.8573541009463723,0.8573971518987342,0.8570436507936509,0.8563893312101911,0.8564297124600639,0.8533653846153846,0.8737942122186495,0.8753024193548388,0.8760113268608414,0.8713474025974026,0.8736767100977199,0.8725490196078431,0.8795081967213114,0.8797286184210527,0.8795379537953796,0.8813120860927153,0.8808139534883721,0.8809375,0.8794941471571905,0.8778313758389262,0.8781565656565656,0.9017255892255892,0.9012880067567567,0.9144847972972973,0.9132415254237288,0.9129464285714285,0.912009385665529,0.9118150684931507,0.9108676975945017,0.9141163793103448
ABL1_H396P,0.4373123123123123,0.43665286144578314,0.6492635951661632,0.728125,0.7095364741641337,0.5985137195121951,0.5931766055045871,0.5812883435582823,0.5872115384615384,0.6211538461538462,0.6140046296296297,0.6127128482972136,0.6342197204968945,0.629186137071651,0.691796875,0.7003330721003135,0.8494318181818182,0.8478773584905661,0.8471017350157729,0.846123417721519,0.8458333333333334,0.8441480891719745,0.8447484025559105,0.8413461538461539,0.8626406752411575,0.8629032258064516,0.8637742718446602,0.8584618506493507,0.8624796416938111,0.8615196078431372,0.8738729508196721,0.8735608552631579,0.872937293729373,0.8765521523178808,0.8752076411960134,0.8715625,0.8712374581939799,0.8699664429530202,0.8705808080808082,0.8977272727272727,0.8964315878378379,0.9088893581081081,0.908156779661017,0.9077380952380952,0.9072098976109214,0.9068921232876713,0.9058204467353953,0.9104525862068966
ABL1_M351T,0.4702446148229281,0.4526229057951113,0.6978879706152433,0.7200884222160818,0.673410938654841,0.5843758687795384,0.5798475553076781,0.5618648018648019,0.6089599700710813,0.6321548821548822,0.6264189886480909,0.6258234519104084,0.660530539035212,0.6577651515151516,0.7005794623349483,0.7080236325519345,0.8294263388603011,0.8286970652901253,0.8244150364403529,0.8243386243386244,0.8239722061378112,0.8208926323942298,0.8202214452214452,0.8161356328558901,0.8576439637532884,0.8589442815249266,0.8601549475335883,0.8548799685163322,0.8578620076991412,0.8571994454347396,0.8953800298062593,0.8957336523125997,0.8946894689468947,0.8997591812161349,0.899023457162992,0.8940914158305463,0.8932275777913361,0.8931741659014387,0.8932227682227682,0.9133906633906633,0.9123780174627633,0.9310734463276837,0.9311482168625026,0.9309132278415555,0.9306766293067662,0.9305425387899615,0.9306165099268547,0.9314249764076754
ABL1_Q252H,0.40568693693693697,0.40502635542168675,0.643882175226586,0.7455492424242425,0.7393617021276595,0.6410060975609756,0.6350344036697247,0.6239455521472392,0.6313461538461539,0.6374038461538462,0.630979938271605,0.6315789473684211,0.6635287267080745,0.6588785046728972,0.70576171875,0.6986677115987461,0.8595219435736676,0.8585888364779874,0.8541995268138801,0.8541337025316456,0.8538690476190476,0.8516122611464969,0.8503394568690096,0.8438501602564102,0.8666599678456591,0.8678427419354839,0.868628640776699,0.8641436688311688,0.8674674267100978,0.8665236928104575,0.8855532786885246,0.8853824013157894,0.8842821782178217,0.8870033112582781,0.8865240863787376,0.885625,0.8849289297658862,0.8837038590604027,0.883733164983165,0.9049873737373737,0.9038217905405406,0.9191300675675675,0.9183262711864407,0.9181547619047619,0.917768771331058,0.9174871575342465,0.9162371134020618,0.9213362068965517
ABL1_T315I,0.41080429541968,0.410264864270799,0.6517305996472663,0.646710889994472,0.6195387003770237,0.5397538256819694,0.5412634857079301,0.5721218206157965,0.6293498937003469,0.6239618406285072,0.6210176742091635,0.6198622402890696,0.6343300487031374,0.6326403090206771,0.6228490028490029,0.6181412894375857,0.7134773662551441,0.7125902992776058,0.7167586841499883,0.7149532710280374,0.7142939814814813,0.6990015093463369,0.6993361285814116,0.6843673326323169,0.7819254585816099,0.781938584153774,0.7830099941211051,0.7583746166548715,0.7650573896580286,0.7635921177587843,0.893340455840456,0.8937120400142909,0.8930107526881721,0.8917056214790842,0.890993265993266,0.8692205277172597,0.8680631451123253,0.8682383040935672,0.8708593081530375,0.8743561442236938,0.870985603543743,0.8689506172839505,0.8681407159668029,0.8680710912254536,0.8671280708317745,0.8669294294294294,0.865097300690521,0.859599395313681
ABL1_Y253F,0.4158779215762024,0.4073912622299719,0.6469102215312865,0.7470032160608127,0.7309872922776148,0.5994705363270909,0.5904799370574351,0.5764032751307093,0.5801504056995844,0.6039976251731645,0.5995037220843672,0.5977698128235763,0.6293818036552482,0.6239230615107193,0.6969148829263391,0.7050403225806452,0.8565524193548387,0.8556982505814541,0.858084804219923,0.8571283199348734,0.8568803593303389,0.8559139784946237,0.8565851653996303,0.8538596310419458,0.8717948717948718,0.8738720049787366,0.8746097814776275,0.8719072972126527,0.8756807708420611,0.874540296311863,0.8801391524351676,0.8799576943416183,0.8795628183361629,0.8824656659214309,0.8807947019867549,0.8779337691565747,0.8763440860215054,0.8751753155680225,0.8756224290972071,0.9009525871400735,0.8982296079070274,0.9105028782448137,0.9096556233653008,0.909021323127392,0.9087118718455124,0.9084003082681933,0.9070923552806011,0.9112071832391087
AKT1,0.22924469413233456,0.7621283255086072,0.6020087884494665,0.6008813345923827,0.8087121212121212,0.8081671415004749,0.7777777777777777,0.7771410378860236,0.7509578544061303,0.3912904258725584,0.19139370584457288,0.10917874396135266,0.0642764857881137,0.03692905733722057,0.037037037037037035,0.022482893450635366,0.022549019607843106,0.024254342838413632,0.03155818540433926,0.028354764259808752,0.028439153439153462,0.02852404643449418,0.02894211576846306,0.03003003003003004,0.03212851405622492,0.02886874790198051,0.04343434343434346,0.042553191489361694,0.04268292682926829,0.03873598369011213,0.03885480572597136,0.04205128205128203,0.0411522633744856,0.04299965600275196,0.0393374741200828,0.03911388023537557,0.03923611111111111,0.0400557297109021,0.042278127183787546,0.0427620049071153,0.043600562587904346,0.04409171075837743,0.03963198867657466,0.04295349662761806,0.04594017094017094,0.9946581196581196,0.9946409431939979,0.9946236559139785
AKT2,0.18635275339185953,0.8923569427771108,0.5152487961476725,0.5138832997987928,0.7514124293785311,0.5050586806960744,0.40868506493506496,0.4074074074074074,0.4085714285714286,0.16700777732296357,0.15476190476190474,0.09551255660765749,0.0660611065235343,0.03188405797101447,0.03197674418604652,0.024573094543940015,0.02464494569757731,0.025555090071219082,0.028571428571428564,0.027391487568478708,0.027472527472527482,0.02755404832556166,0.02465986394557822,0.025159914712153522,0.034217279726261776,0.030888030888030885,0.0559380378657487,0.04833836858006041,0.054978354978354994,0.047763786365610045,0.04790940766550522,0.0476190476190476,0.046888694127957944,0.05758241758241758,0.05026455026455024,0.0437859354268023,0.04392191659272404,0.04316866933689364,0.04508928571428571,0.04746977160770265,0.0476190476190476,0.04506534474988732,0.043851717902350824,0.04671201814058954,0.05095541401273885,0.9995450409463148,0.9995435874030123,0.9995421245421245
AKT3,0.23728813559322035,0.23667267576616016,0.06224173553719005,0.062160062160062146,0.22233766233766236,0.1333680646001563,0.11180773249738768,0.11160597327744301,0.09274829217025748,0.051646903820816874,0.048625792811839326,0.06254969520275644,0.0523657628920787,0.039989336177019434,0.03877005347593583,0.03513006167873427,0.03523399677245834,0.03695710817372538,0.03869047619047618,0.03744911804613295,0.039194338595536206,0.03849303849303852,0.038882803943044913,0.03982422411425432,0.03994490358126723,0.03840840011052776,0.04129711751662974,0.0411453989435641,0.04182933630786392,0.040559440559440545,0.04124579124579124,0.04165493948775682,0.03924336533032188,0.04078164825828378,0.03977272727272727,0.03362781419207752,0.03373356203544882,0.03383997705764268,0.040851553509781355,0.040981240981240986,0.04111175448755066,0.04327621260528609,0.04195804195804197,0.0491084478222742,0.06129032258064516,0.9304985337243402,0.9276257722859664,0.9279811097992916
ALK,0.6988895649528446,0.5797101449275363,0.2943696450428397,0.2929261930336044,0.23607263773468756,0.2934094767711067,0.3256965944272445,0.37928893029032756,0.37932108377452506,0.3434327658909886,0.3380325814536341,0.9093045112781956,0.9431264728986646,0.9439016703435235,0.944049312470365,0.9438807863031071,0.942916202893942,0.9432216905901115,0.9786283891547048,0.9796832506798913,0.9797817715019255,0.9792370835345243,0.9794962867290926,0.9797570850202428,0.9792072774528915,0.9797946879582857,0.9798953906505393,0.9795048368585013,0.9764802631578947,0.9769015014024088,0.976828864614366,0.9769217997675577,0.9770153231179214,0.9754385964912281,0.9777070063694268,0.9761224146628551,0.9760458839406208,0.9763073278050431,0.9758913412563668,0.975642990972577,0.9755639097744361,0.9727412995028288,0.9707602339181287,0.9710094909404658,0.9691828254847645,0.9678652075733889,0.9688044614848379,0.9480678440286763
