molid,bglf4_c_s_2,bglf4_c_l_2,bglf4_c_w_2,bglf4_p_s_2,bglf4_p_l_2,bglf4_p_w_2,pknb_c_s_2,pknb_c_l_2,pknb_c_w_2,pknb_p_s_2,pknb_p_l_2,pknb_p_w_2,rop18_c_s_2,rop18_c_l_2,rop18_c_w_2,rop18_p_s_2,rop18_p_l_2,rop18_p_w_2
CID044525964,0.881720430108,220,-0.053139632766776995,0.801886792453,56,-0.114665251357352,0.798076923077,37,-0.009068343781279,0.77,78,-0.135098415958873,0.8352941176469999,145,-0.30311821408196005,0.7115384615379999,45,-0.38268233419810005
CID044571415,0.825581395349,75,-0.05416188310991302,0.841121495327,133,-0.09313518704141201,0.8155339805830001,68,-0.008490378811252,0.8679245283020001,259,-0.08077716042201497,0.896551724138,361,-0.18729670313046,0.860869565217,302,-0.23837674808987003
CID051356856,0.8550724637680001,142,-0.047001248193602005,0.891304347826,321,-0.074726277808427,0.837209302326,149,-0.009008846166273999,0.873563218391,281,-0.07653884503508197,0.861538461538,249,-0.20556241919909005,0.8989898989899999,378,-0.21276466311206
CID044525935,0.9213483146070001,374,-0.045015022901639994,0.760416666667,23,-0.13103720352177198,0.83,120,-0.006914904738643002,0.75,54,-0.150048034598393,0.890243902439,339,-0.26869752836301,0.752475247525,79,-0.40336624452533
CID044525954,0.905263157895,329,-0.04568122480112399,0.824074074074,87,-0.10944930055689,0.8532110091740001,220,-0.006970945712904998,0.7575757575759999,62,-0.14029700888229002,0.8488372093019999,191,-0.27023918022320004,0.632653061224,20,-0.41201575261213996
CID044532446,0.883720930233,238,-0.04842687271959999,0.8878504672900001,310,-0.08029393102374398,0.841584158416,169,-0.008503886555453002,0.8383838383840001,161,-0.10099901764893694,0.876543209877,297,-0.18737337991823,0.844036697248,237,-0.27729766643297993
CID071451677,0.845238095238,114,-0.05251085411708701,0.8571428571430001,192,-0.09325174170800896,0.731182795699,13,-0.009425979262673,0.862745098039,245,-0.080148216222013,0.8780487804880001,305,-0.21693200386149997,0.8348623853210001,202,-0.27720121039479995
CID044591845,0.816091954023,62,-0.080422409677057,0.225352112676,0,-0.34715169090172093,0.862385321101,257,-0.007139173933124,0.826923076923,131,-0.09465030986509498,0.886363636364,329,-0.19366833139338002,0.853448275862,272,-0.39536050674079004
CID044532526,0.905405405405,330,-0.04011786531512898,0.844444444444,144,-0.09113456632687,0.9148936170209999,393,-0.0042965579561480005,0.7951807228919999,94,-0.11060075497539404,0.830769230769,135,-0.18894838214768,0.724137931034,51,-0.30822420553781005
CID044525949,0.881720430108,221,-0.05105840084151999,0.824074074074,88,-0.108933631182468,0.8317757009350001,132,-0.0077784429418249965,0.7575757575759999,63,-0.13997200415853203,0.862068965517,253,-0.29719020872887003,0.589473684211,16,-0.42975771533211005
CID044525920,0.913978494624,361,-0.045378490300883007,0.76,22,-0.13196686274506597,0.803921568627,46,-0.007414659911187,0.75,55,-0.150688673973722,0.883720930233,320,-0.2876632673492,0.740384615385,65,-0.40673312544125995
CID044525941,0.936170212766,387,-0.03672102795640301,0.7821782178219999,33,-0.12719945972462304,0.8691588785050001,290,-0.005821087691382999,0.760416666667,68,-0.14835521038130398,0.8953488372089999,357,-0.22623844313648,0.785046728972,101,-0.39184881461873
CID044397687,0.8550724637680001,143,-0.047370068726642,0.8666666666670001,230,-0.08826851765782397,0.876404494382,319,-0.0066348675328160005,0.80487804878,103,-0.10903000727167299,0.825396825397,117,-0.23375246716214002,0.8404255319149999,217,-0.25516619086229
CID005329477,0.883495145631,236,-0.046039932269479014,0.8595041322310001,202,-0.09080939374875296,0.837606837607,152,-0.007193325337016,0.824561403509,124,-0.10111035941339203,0.8421052631579999,172,-0.21479667806709002,0.849206349206,255,-0.28422858322008004
CID009879605,0.8125,55,-0.04637026416563199,0.923913043478,390,-0.058166472587535,0.858823529412,249,-0.007506216577534,0.8953488372089999,346,-0.061945144896928026,0.816666666667,93,-0.21513627948078998,0.7816091954019999,97,-0.21140202879435005
CID009903786,0.766666666667,8,-0.060452000701908,0.858823529412,201,-0.08807000877166299,0.8125,57,-0.009209166666655,0.9058823529410001,372,-0.05512273317202197,0.8688524590160001,278,-0.20512291526084997,0.8571428571430001,287,-0.21227481505343992
CID053466728,0.8414634146340001,104,-0.06076271880772998,0.831683168317,108,-0.10655896363712203,0.49350649350599995,8,-0.015628843402193997,0.8367346938779999,155,-0.09095312982030504,0.8,54,-0.2971008962577,0.8532110091740001,271,-0.31094863725806005
CID009935852,0.9130434782610001,354,-0.039210688201261994,0.828571428571,99,-0.087107145274211,0.9,374,-0.005628260869562998,0.855769230769,217,-0.08226014922047699,0.8953488372089999,358,-0.18031260540233005,0.839285714286,214,-0.26965543630517996
CID006539477,0.8648648648649999,164,-0.056476387918581,0.86170212766,208,-0.07657644864601199,0.894736842105,362,-0.0064924192485160005,0.8681318681319999,261,-0.07786610127099002,0.8550724637680001,215,-0.23218620073002996,0.824742268041,172,-0.23762074147947002
CID009880709,0.787878787879,29,-0.062390017592185,0.8804347826090001,285,-0.08172590682799696,0.902173913043,378,-0.007772448565929999,0.862068965517,240,-0.07721123944981703,0.846153846154,181,-0.24510224185827004,0.829787234043,184,-0.24673458501778
CID000069689,0.950819672131,394,-0.02676393036092599,0.925925925926,392,-0.05091613613615702,0.768115942029,16,-0.006300686204637999,0.8933333333329999,344,-0.06143181376747603,0.9074074074070001,378,-0.13220600001296992,0.919540229885,392,-0.17459008997506
CID044525962,0.902173913043,313,-0.046251436772740004,0.807692307692,61,-0.123912043278928,0.87037037037,296,-0.006778638020193,0.75,56,-0.148818066913019,0.883720930233,321,-0.23757231413479002,0.635416666667,21,-0.45136577326606997
CID010358578,0.808823529412,52,-0.050598388910836,0.881720430108,292,-0.07512795466889399,0.9263157894740001,396,-0.0061865853658519985,0.876404494382,296,-0.07209294051233002,0.830769230769,136,-0.21754197459739,0.8556701030930001,282,-0.22143267580332002
CID025263079,0.8625,159,-0.084870851447331,0.747252747253,16,-0.116953677687936,0.833333333333,137,-0.007754166666673,0.877551020408,300,-0.07395512009083999,0.868421052632,276,-0.21764656041598002,0.79,109,-0.26925429178158
CID044525963,0.891304347826,272,-0.047835901802456005,0.8425925925929999,139,-0.10425564217157303,0.817307692308,77,-0.008382809720332,0.765306122449,71,-0.138788542910952,0.8850574712639999,324,-0.25135177289041005,0.777777777778,92,-0.35784448435143
CID015407403,0.8705882352940001,183,-0.04776915658243999,0.833333333333,111,-0.10388280766864401,0.78125,21,-0.008271143617015999,0.8383838383840001,162,-0.09799935625576796,0.8026315789470001,57,-0.25110243862718995,0.8,120,-0.30160687500075994
CID044525936,0.923076923077,377,-0.04001546165618,0.79,42,-0.12596400445430597,0.8666666666670001,279,-0.006138897981441998,0.755319148936,60,-0.14909843736653697,0.8928571428569999,347,-0.24589196696652002,0.745098039216,71,-0.41731354268391
CID044525952,0.882978723404,232,-0.056124696131923,0.757281553398,20,-0.139809469461613,0.844036697248,178,-0.007292664454420001,0.747474747475,50,-0.14478990638501602,0.863636363636,258,-0.26762683663285,0.636363636364,22,-0.42728699873171005
CID006539519,0.876712328767,205,-0.04844204942594401,0.928571428571,394,-0.056004981373457996,0.8023255813950001,42,-0.008890665403413999,0.865168539326,253,-0.07231125423274999,0.8840579710140001,323,-0.20803150762923994,0.9019607843140001,385,-0.19026100321585998
CID006539416,0.880952380952,215,-0.043271581601375994,0.885714285714,303,-0.10019638563347201,0.872549019608,301,-0.006621202327085999,0.5875,4,-0.21220072456731298,0.7972972972969999,51,-0.23462472545081,0.506024096386,10,-0.47975314666468005
CID006539591,0.8421052631579999,105,-0.047952437272961,0.831578947368,107,-0.10520551411372901,0.876288659794,317,-0.0073641377549360015,0.849462365591,204,-0.083025697226004,0.8783783783779999,307,-0.19110795747395004,0.843137254902,231,-0.2567981554712401
CID046927597,0.88679245283,251,-0.04866562894075101,informer,informer,informer,0.851239669421,210,-0.008350974582891,informer,informer,informer,0.87,283,-0.21805580001330999,informer,informer,informer
CID006539566,0.787878787879,30,-0.05231791804219,0.8681318681319999,239,-0.08746782064833601,0.8901098901100001,356,-0.007493972693966998,0.887640449438,334,-0.065453905621979,0.863636363636,259,-0.20241699936498,0.854166666667,274,-0.22030045214298
CID011514099,0.830508474576,84,-0.047524838826419,0.904761904762,360,-0.06666682850423598,0.831168831169,124,-0.007889148139997002,0.9135802469140001,385,-0.05112446680449797,0.814814814815,88,-0.22470014739862004,0.875,334,-0.18573116016171
CID044525932,0.894736842105,288,-0.051506065331601,0.780952380952,32,-0.126732122116473,0.7647058823530001,15,-0.009015163960328,0.734693877551,28,-0.156904084385781,0.863636363636,260,-0.32342728955037997,0.714285714286,46,-0.42090413178189
CID051354328,0.863636363636,162,-0.049547352728887994,0.839622641509,131,-0.10113614298332899,0.79,27,-0.008771339712921999,0.833333333333,143,-0.09523826836980501,0.855421686747,218,-0.24521982692617,0.839285714286,215,-0.27572136803447
CID000099545,0.904761904762,325,-0.03941606409382399,0.8915662650599999,322,-0.07149816174527401,0.875,309,-0.005515174379618,0.9,356,-0.05665476498981798,0.8571428571430001,222,-0.19772426388911996,0.9,382,-0.18874290715009998
CID006539507,0.876712328767,206,-0.050920128353584004,0.846153846154,150,-0.081356163942646,0.8681318681319999,286,-0.006357482477433001,0.865168539326,254,-0.08022442047422199,0.8507462686570001,199,-0.24675716930336997,0.808510638298,141,-0.24722327199208
CID044526068,0.776119402985,15,-0.06094697118297,0.858695652174,199,-0.09062496889449599,0.8681318681319999,287,-0.008311464654745002,0.8777777777779999,301,-0.07135886067727903,0.833333333333,142,-0.24655102212404,0.8210526315790001,165,-0.26014017828610997
CID044525931,0.909090909091,338,-0.043729696380773994,0.8666666666670001,231,-0.10340261585987598,0.8061224489800001,47,-0.007800556586258998,0.736263736264,30,-0.158954601398064,0.876543209877,298,-0.29439583551339,0.7272727272730001,54,-0.42234643643181
CID025263105,0.869047619048,173,-0.085430581826144,0.82,78,-0.09095923530063803,0.862745098039,259,-0.0074340336134349995,0.903846153846,366,-0.058347567545025,0.888888888889,334,-0.18293437413145003,0.820754716981,163,-0.23128442881651
CID044532683,0.904255319149,321,-0.051543045654845,0.8113207547169999,65,-0.115646154177873,0.8518518518520001,213,-0.008159865693619,0.767676767677,76,-0.14588803116361201,0.860465116279,243,-0.23874777646684997,0.757009345794,81,-0.40132424353222
CID044525948,0.895833333333,295,-0.04773575385943801,0.8165137614679999,74,-0.11286508617952803,0.824074074074,98,-0.007633425925933001,0.762376237624,69,-0.13844113884382803,0.865168539326,269,-0.26525387564864,0.626262626263,18,-0.40849755794883
CID056673950,0.5245901639339999,0,-0.08437130641680501,0.858585858586,196,-0.09325953581689299,0.878787878788,323,-0.014162775293930003,0.8877551020409999,335,-0.07773708577196102,0.819444444444,102,-0.22200948136425,0.8990825688070001,379,-0.22078575071365997
CID044525956,0.895833333333,296,-0.05210227148486602,0.7830188679250001,34,-0.12319025827987598,0.801886792453,40,-0.008262257004002002,0.762376237624,70,-0.13917772589822802,0.8777777777779999,304,-0.28202982987793,0.64,25,-0.41476029955657
CID044525923,0.913978494624,362,-0.050340740481758,0.807692307692,62,-0.12470346195159898,0.792079207921,31,-0.007850360640899001,0.736842105263,32,-0.15696542931380902,0.8571428571430001,223,-0.30559811431045997,0.740384615385,66,-0.42279206842055
CID044525961,0.922222222222,375,-0.047590045688532014,0.787878787879,37,-0.122294336898915,0.87619047619,315,-0.006674603174622,0.752688172043,59,-0.15265401335186102,0.8915662650599999,344,-0.24697337214781,0.7425742574259999,67,-0.41073753613854
CID000005228,0.777777777778,17,-0.05011702515785902,0.9010989010989999,350,-0.06886690963231304,0.847058823529,188,-0.008815239078099002,0.883720930233,325,-0.06991106643425199,0.8387096774189999,160,-0.20920339508848002,0.86170212766,304,-0.20800210775623001
CID044525934,0.8804347826090001,214,-0.051234104515525986,0.822429906542,84,-0.11296716132016899,0.7961165048540001,34,-0.008718895103420997,0.729166666667,22,-0.15804627660330098,0.847058823529,185,-0.33819193987144,0.683168316832,35,-0.43265622272838006
CID053469448,0.881720430108,222,-0.04582566676721199,0.866071428571,228,-0.08579784672404603,0.188405797101,1,-0.020002471114670996,0.8058252427179999,104,-0.10295287198918403,0.8488372093019999,192,-0.2972765315473701,0.8644067796610001,310,-0.31197164080802
CID006539452,0.890625,269,-0.048926179086604,0.919540229885,383,-0.05905372251335002,0.9176470588240001,394,-0.006032776534519997,0.90243902439,363,-0.060724469031283,0.881355932203,315,-0.20917721735480999,0.8901098901100001,368,-0.19452919330734
CID009861063,0.779661016949,20,-0.05588665137698401,0.869047619048,242,-0.089967652943646,0.865853658537,277,-0.0077540026591219995,0.8625,243,-0.07757311145708798,0.18918918918900002,0,-0.5110793441395599,0.827586206897,177,-0.25201488160702
CID024949702,0.9072164948450001,335,-0.049725134656357986,0.805555555556,59,-0.11568020104574799,0.845454545455,184,-0.007033683223989999,0.8095238095239999,106,-0.11579332432265901,0.8522727272730001,204,-0.22522843623164995,0.763636363636,83,-0.40341980960005
CID053467392,0.887640449438,256,-0.05021891796954199,informer,informer,informer,0.28571428571400004,5,-0.019121990369186,informer,informer,informer,0.825,114,-0.29946434552738,informer,informer,informer
CID044328970,0.890243902439,267,-0.03744872258020599,0.8823529411759999,294,-0.08590639736169302,0.8210526315790001,89,-0.007065853658535999,0.817204301075,111,-0.10261457100214802,0.837837837838,156,-0.20482917265076994,0.847619047619,248,-0.2584542993205
CID044528968,0.885416666667,246,-0.046952583341644,0.859649122807,203,-0.108561701320839,0.8571428571430001,232,-0.006759289759585998,0.6451612903230001,7,-0.18817175603160996,0.840909090909,165,-0.23444028265683994,0.26582278481,2,-0.56683885555695
CID045270417,0.846153846154,116,-0.047046651529053005,0.873563218391,257,-0.07689346191123998,0.909090909091,383,-0.0062626573426590015,0.83950617284,168,-0.090921856243345,0.813559322034,85,-0.21994842269533998,0.833333333333,198,-0.24190731200103
CID024803957,0.817073170732,63,-0.08773761371897298,informer,informer,informer,0.854368932039,226,-0.007361282471286999,informer,informer,informer,0.85,198,-0.23770812765393,informer,informer,informer
CID044525945,0.903225806452,318,-0.047000952604587,0.798076923077,54,-0.11648473016371902,0.839622641509,160,-0.007317331101638999,0.739583333333,37,-0.15556790230793102,0.8850574712639999,325,-0.28303691406851006,0.730769230769,57,-0.40904475261425
CID070685440,0.8915662650599999,275,-0.06657188163060301,0.894230769231,332,-0.063807933847642,0.858585858586,240,-0.016038438902156005,0.878787878788,308,-0.08563221596651299,0.8987341772149999,364,-0.18866285388806003,0.8909090909090001,369,-0.22504398124899994
CID045272982,0.828571428571,80,-0.045222552233195,0.882978723404,295,-0.073827625017798,0.927083333333,398,-0.006055799941946001,0.83908045977,166,-0.091154912783607,0.815384615385,91,-0.21022282249621,0.8571428571430001,288,-0.22841781063175
CID045481463,0.829268292683,81,-0.05856123639999,0.8217821782179999,83,-0.11094865965099102,0.875,310,-0.007192332641403001,0.826530612245,129,-0.10044058294696798,0.68115942029,15,-0.29837630079471,0.7884615384620001,105,-0.31679465987400995
CID044525955,0.879120879121,213,-0.05302896369729701,0.798076923077,55,-0.11751452284049799,0.828571428571,113,-0.007937087912088001,0.752577319588,58,-0.14465680222925797,0.872093023256,287,-0.31533291268756003,0.5806451612899999,14,-0.44235489066208006
CID011595752,0.820895522388,67,-0.047509109004099014,0.8666666666670001,232,-0.09207043305269999,0.863636363636,262,-0.006969018543651999,0.79012345679,92,-0.10919511243874001,0.391304347826,8,-0.3987941030904001,0.8404255319149999,218,-0.25515023119453006
CID006263849,0.9076923076919999,336,-0.038562069004778016,0.919540229885,384,-0.061253232964724,0.864197530864,265,-0.005365693899044002,0.915662650602,389,-0.04983791844756799,0.821428571429,105,-0.20247420900472,0.8777777777779999,346,-0.19055499989487004
CID006539550,0.837837837838,95,-0.056990046232645995,0.8279569892470001,98,-0.10797818551978297,0.797752808989,35,-0.008742310528827,0.833333333333,144,-0.097240906974454,0.791044776119,44,-0.26330350523671997,0.8163265306119999,154,-0.30316626614389997
CID044532432,0.8676470588240001,171,-0.04495973843407999,0.888888888889,313,-0.07685527544347101,0.898876404494,371,-0.005786732929998,0.8571428571430001,222,-0.08286073880219597,0.8571428571430001,224,-0.18054378180802996,0.849462365591,257,-0.23841027979221002
CID070683338,0.8977272727269999,302,-0.057261193813268,0.8990825688070001,346,-0.06340244985259295,0.865384615385,274,-0.013296328671326001,0.862745098039,246,-0.08465253195003099,0.904761904762,375,-0.18393315307395997,0.885964912281,363,-0.21094548471240998
CID006539376,0.916666666667,367,-0.035958142792233,0.8367346938779999,121,-0.130019270646147,0.9019607843140001,377,-0.005301883674810999,0.405797101449,0,-0.29443127859584595,0.837837837838,157,-0.19630551856404996,0.67032967033,30,-0.4697440880679499
CID006539427,0.9111111111110001,344,-0.042808364481614986,0.87962962963,281,-0.107661606106674,0.8878504672900001,349,-0.006158081264868996,0.5375,2,-0.23419559069772702,0.807692307692,69,-0.23215789463845,0.545454545455,11,-0.47670355630177996
CID044525972,0.9058823529410001,331,-0.04703013107311599,0.7659574468089999,28,-0.12336114771101503,0.893203883495,360,-0.005607148191617998,0.795698924731,95,-0.123013469792258,0.8266666666670001,121,-0.23266410682830996,0.744897959184,69,-0.37210127006986005
CID017917696,0.888888888889,260,-0.037824335748789996,0.87,247,-0.086360656139615,0.831578947368,130,-0.006688888888897,0.8404255319149999,173,-0.09363740544603605,0.802816901408,60,-0.23330758510794997,0.811881188119,147,-0.26320378324210003
CID057403579,0.909090909091,339,-0.053063960724352,0.8981481481479999,341,-0.06876239349519701,0.841584158416,170,-0.012199191151995002,0.7894736842110001,90,-0.12049648974566399,0.890243902439,340,-0.18583663406890003,0.875,335,-0.24265288372458996
CID024803301,0.8241758241760001,73,-0.09899980096070898,0.555555555556,9,-0.23723362192726194,0.867256637168,282,-0.007039436769601998,0.844036697248,180,-0.08946143236540999,0.827586206897,125,-0.25571599267383993,0.838983050847,213,-0.3658614411775
CID010239038,0.919191919192,373,-0.041265318459922,informer,informer,informer,0.896551724138,368,-0.0069017546151200005,informer,informer,informer,0.8666666666670001,275,-0.19725883050662996,informer,informer,informer
CID006539582,0.814814814815,61,-0.05175267303081201,0.833333333333,112,-0.099883431035672,0.8181818181820001,80,-0.008950519689649002,0.8383838383840001,163,-0.09208163352979595,0.8625,256,-0.20985897241815998,0.822429906542,169,-0.28909581360109
CID044525966,0.8915662650599999,276,-0.04686703200935501,0.826530612245,92,-0.11114844354667597,0.858585858586,241,-0.006530242180844002,0.78021978022,81,-0.12934621534297797,0.824324324324,110,-0.24195985875273998,0.755102040816,80,-0.37623439237599
CID044526076,0.780821917808,21,-0.06326618156726299,0.795698924731,47,-0.11081219157800098,0.854166666667,224,-0.008114838258672999,0.863157894737,247,-0.08217313225533601,0.816901408451,95,-0.28967798102951997,0.7473684210529999,73,-0.31253454007724
CID057398392,0.8974358974359999,301,-0.06465732369961201,0.8877551020409999,308,-0.06770003357702603,0.8241758241760001,99,-0.016768459610568,0.846153846154,188,-0.09901536994839098,0.875,293,-0.20058421534747,0.873786407767,331,-0.23190201826599005
CID000227502,0.9402985074629999,389,-0.034011433301485025,0.9318181818179999,397,-0.04987516804185703,0.820512820513,87,-0.006175181783378003,0.928571428571,395,-0.04689687071539103,0.918032786885,392,-0.13637657278405,0.913978494624,389,-0.17084252884354
CID056680318,0.877358490566,207,-0.051677434856299,0.83606557377,119,-0.11304166388943898,0.842975206612,175,-0.007850194916560001,0.745454545455,48,-0.162340925907462,0.86,242,-0.23067632801339003,0.726495726496,53,-0.44704591845099
CID022185475,0.7894736842110001,32,-0.06005907603064,0.8383838383840001,127,-0.09352372539878397,0.835051546392,141,-0.008937687088089001,0.878787878788,309,-0.06621709532288099,0.824324324324,111,-0.23924669142177996,0.8490566037739999,254,-0.23176026615824
CID011057468,0.78125,22,-0.052684041609591996,0.8901098901100001,316,-0.07204000833510599,0.821428571429,90,-0.008706543851715,0.8850574712639999,327,-0.06534209751518204,0.822580645161,106,-0.24323439691933996,0.851063829787,264,-0.21239815787809996
CID006538884,0.8666666666670001,170,-0.05109285714278698,0.890243902439,317,-0.07702221466737699,0.8589743589740001,252,-0.006489010989006996,0.8987341772149999,353,-0.05630673328189403,0.7884615384620001,38,-0.23999003159788995,0.873563218391,329,-0.20560154392337
CID044525968,0.901234567901,310,-0.046138521532178005,0.8453608247419999,148,-0.10776025879423203,0.854166666667,225,-0.006290754769924002,0.8,98,-0.12364474401572798,0.8648648648649999,267,-0.22823599550413998,0.7473684210529999,74,-0.38444444938382
CID006539525,0.8484848484849999,126,-0.056729232769443014,0.9,347,-0.06741809328371198,0.872093023256,299,-0.007438422566321002,0.869047619048,265,-0.07558961498016101,0.890625,343,-0.20539635985423,0.847826086957,249,-0.23384201432318003
CID044269265,0.894117647059,284,-0.045217190843458,0.841584158416,136,-0.093057305230985,0.826530612245,106,-0.008695918367342,0.822916666667,121,-0.11197089418753699,0.813333333333,83,-0.22780966335842004,0.78431372549,100,-0.30892657767889997
CID046215644,0.8571428571430001,146,-0.04930146734612498,0.8804347826090001,286,-0.08169510780312797,0.865168539326,269,-0.006545924736922996,0.875,289,-0.07315925407726401,0.828125,126,-0.24196185299236997,0.854166666667,275,-0.24290131589803
CID044532102,0.845070422535,113,-0.050217296109153015,0.833333333333,113,-0.10472667735900301,0.89247311828,359,-0.005962527855307002,0.825581395349,127,-0.10391943592400099,0.6949152542370001,16,-0.28639865112043994,0.8210526315790001,166,-0.30171491320898997
CID006539509,0.8823529411759999,224,-0.04912794438723401,0.923913043478,391,-0.05521131841738301,0.8850574712639999,340,-0.005820271682354003,0.8953488372089999,347,-0.06367220067222704,0.8730158730159999,290,-0.21999232460544005,0.8842105263160001,358,-0.19644742506139004
CID044525929,0.9010989010989999,309,-0.04402503598625401,0.8504672897200001,165,-0.10691041373315699,0.813725490196,61,-0.007901385431427,0.720430107527,16,-0.16221171027564102,0.8414634146340001,168,-0.30144436113571993,0.7378640776700001,62,-0.41144796616125995
CID044532450,0.8823529411759999,225,-0.04747242473136402,0.87619047619,267,-0.08845808206507201,0.84,162,-0.007871460674174003,0.8367346938779999,156,-0.09579859888106304,0.875,294,-0.18723549049519,0.8425925925929999,229,-0.27594791465885005
CID018536646,0.8709677419349999,186,-0.04453481889236201,0.846846846847,154,-0.093388349905208,0.822429906542,93,-0.007314952978345,0.8190476190479999,114,-0.10160700123699301,0.7804878048780001,33,-0.26209829530867,0.7837837837839999,99,-0.28727726477713
CID017755746,0.912087912088,350,-0.040463760046595,0.8155339805830001,71,-0.08975718068327196,0.8679245283020001,285,-0.006493301158885999,0.87619047619,294,-0.07145820949832399,0.894117647059,356,-0.17278008431793002,0.848214285714,252,-0.23603630126669
CID006539394,0.9135802469140001,358,-0.03379406865561499,0.867346938776,236,-0.11191924792698102,0.91,385,-0.004594866139535997,0.513888888889,1,-0.259364863292623,0.830985915493,137,-0.19957489336773998,0.717391304348,47,-0.45963596276069
CID011682470,0.802816901408,41,-0.051944579897895006,0.826086956522,90,-0.102209580274681,0.847826086957,191,-0.007708533302946999,0.8695652173909999,267,-0.08231049450385904,0.33333333333299997,6,-0.43495228545323,0.8383838383840001,211,-0.26531444610531996
CID018536633,0.8695652173909999,177,-0.044185770889909,0.8348623853210001,114,-0.09619810862327195,0.820754716981,88,-0.007387757564062,0.817307692308,112,-0.10245579789397699,0.792682926829,47,-0.26053641613619,0.7927927927930001,112,-0.28451874542024996
CID044526075,0.788732394366,31,-0.05605031587923501,0.864583333333,224,-0.087715476190569,0.873684210526,304,-0.007665967900436003,0.8709677419349999,271,-0.07507171070108803,0.808823529412,73,-0.24972572141354998,0.8163265306119999,155,-0.26836905058608007
CID044479934,0.87012987013,181,-0.04415849234804502,0.8421052631579999,138,-0.09705292045059001,0.8387096774189999,154,-0.006704126518639003,0.8723404255320001,276,-0.07265829867743798,0.861111111111,248,-0.20638329337632,0.83,185,-0.23715812242031
CID011682680,0.774647887324,13,-0.059784205238377006,0.854166666667,182,-0.09856151068169698,0.8,39,-0.009988128772628,0.847826086957,194,-0.087960760254056,0.392156862745,9,-0.43508984247349003,0.8181818181820001,157,-0.28320835783594994
CID057403576,0.911392405063,347,-0.065515435504189,0.91,365,-0.063546856114598,0.8369565217389999,147,-0.017367791564526003,0.846153846154,189,-0.09972011522613598,0.8904109589040001,341,-0.19185901613896994,0.851485148515,267,-0.24749024382548002
CID044527603,0.8777777777779999,211,-0.051491653888472,0.8518518518520001,169,-0.11174076426164499,0.8490566037739999,196,-0.007172506429776003,0.681318681319,8,-0.17628287194557102,0.814814814815,89,-0.26794661513645,0.20547945205499998,1,-0.5956344331116601
CID044525933,0.888888888889,261,-0.046403183935989016,0.861111111111,206,-0.10264853996528098,0.813725490196,62,-0.008108955638997,0.7340425531910001,27,-0.15623074103056495,0.8953488372089999,359,-0.2819225715333801,0.75,76,-0.39982587124474
CID045271247,0.884615384615,241,-0.03955147922583101,0.877551020408,271,-0.074971231932111,0.909090909091,384,-0.005343983602617999,0.847826086957,195,-0.083986972346933,0.828571428571,129,-0.20925332952790002,0.864077669903,308,-0.22078180658042001
CID044525925,0.917525773196,369,-0.05072019658708801,0.769230769231,29,-0.137262192347307,0.776699029126,19,-0.008190234847726002,0.734693877551,29,-0.157206439384774,0.863636363636,261,-0.29809164957880996,0.72641509434,52,-0.4278978659835
CID009925372,0.765625,7,-0.053251805967064,0.879120879121,278,-0.08592024095076799,0.8505747126440001,206,-0.008156788793096,0.819277108434,115,-0.09518649585759198,0.27906976744199996,5,-0.45732034679450007,0.8404255319149999,219,-0.2536773490829
CID006539523,0.8852459016390001,245,-0.046993667451063995,0.916666666667,379,-0.066015856949961,0.8734177215189999,303,-0.006181969919792,0.855263157895,213,-0.08281370620083002,0.8545454545450001,212,-0.22517222797717995,0.847058823529,246,-0.24237522649386004
CID011594774,0.8125,56,-0.04979155458347902,0.862068965517,212,-0.08833394882222702,0.858823529412,250,-0.007254468325786001,0.855421686747,215,-0.08352526699837098,0.268292682927,3,-0.4647534466194,0.835164835165,205,-0.24836395583796
CID010286382,0.90243902439,315,-0.039034261433641006,0.881188118812,290,-0.09970538002864598,0.90099009901,375,-0.0058155867731419985,0.6867469879520001,9,-0.166525308549914,0.8356164383560001,147,-0.20001341092671995,0.681318681319,34,-0.36593986891687
CID009925594,0.763636363636,5,-0.056990817581411016,0.876543209877,270,-0.07712299919136101,0.8875,346,-0.007423287451986001,0.8987341772149999,354,-0.05660369599550903,0.8113207547169999,77,-0.22668120108287004,0.847058823529,247,-0.20216256398763
CID021027446,0.819444444444,64,-0.05031568854073799,0.909090909091,362,-0.06774146786334,0.835164835165,143,-0.008369987275115,0.844444444444,182,-0.08559043715141998,0.805970149254,65,-0.22551076600979997,0.7894736842110001,108,-0.24034372292678
CID009914412,0.916666666667,368,-0.051098653215230994,0.845454545455,149,-0.093090038563959,0.8317757009350001,133,-0.007833980980473996,0.839622641509,169,-0.10140223369434,0.875,295,-0.21593294360943,0.7706422018350001,85,-0.33058348593523
CID006539480,0.833333333333,90,-0.063031068043064,0.9130434782610001,372,-0.06083286466784398,0.898876404494,372,-0.006886260595329001,0.896551724138,350,-0.060313573654551006,0.892307692308,345,-0.23098390487214998,0.885416666667,361,-0.19694771099061997
CID044525927,0.876404494382,204,-0.05451532209688301,0.794117647059,46,-0.134374109565709,0.813725490196,63,-0.008103497176516001,0.720430107527,17,-0.16088013019627,0.869047619048,280,-0.28623208366700004,0.75,77,-0.41430232832957004
CID053469453,0.886363636364,248,-0.04723529054842701,0.8691588785050001,243,-0.08521336900506399,0.275362318841,4,-0.018439064558607,0.841584158416,177,-0.08722002327629602,0.807692307692,70,-0.30530981055235,0.877192982456,340,-0.31337929690765
