molid,bglf4_c_s_2,bglf4_c_l_2,bglf4_c_w_2,bglf4_p_s_2,bglf4_p_l_2,bglf4_p_w_2,pknb_c_s_2,pknb_c_l_2,pknb_c_w_2,pknb_p_s_2,pknb_p_l_2,pknb_p_w_2,rop18_c_s_2,rop18_c_l_2,rop18_c_w_2,rop18_p_s_2,rop18_p_l_2,rop18_p_w_2
CID006539516,0.902777777778,316,-0.038905395867902995,0.9375,398,-0.05181671561847498,0.8235294117649999,95,-0.008167881116407002,0.873563218391,282,-0.07110533821480497,0.8955223880600001,360,-0.17414023268287998,0.941747572816,397,-0.16985303234763
CID044536075,0.77027027027,10,-0.06449187909345,0.8367346938779999,122,-0.09437241061588003,0.8571428571430001,233,-0.009340621352257002,0.9,357,-0.06121269927388098,0.837837837838,158,-0.21961870710163,0.8691588785050001,317,-0.22953560075695
CID044328896,0.888888888889,262,-0.037707783158218995,0.87,248,-0.08777815602842497,0.81914893617,83,-0.0069250591016590006,0.8279569892470001,133,-0.10273483986353894,0.802816901408,61,-0.22667150354113003,0.834951456311,203,-0.27006296582805994
CID006539578,0.8648648648649999,165,-0.048790277249147015,0.8369565217389999,123,-0.10182661791324599,0.858695652174,245,-0.007177201857205001,0.855555555556,216,-0.07954113248957598,0.838235294118,159,-0.23775153621973,0.8125,148,-0.27643078106166996
CID025263084,0.860759493671,154,-0.07654402431261201,0.84693877551,155,-0.08970326273712499,0.81914893617,84,-0.008314886727341,0.8877551020409999,336,-0.06772986466026704,0.881578947368,316,-0.19783978432710003,0.787878787879,104,-0.26329128013266
CID044526069,0.777777777778,18,-0.058499368010617,0.867346938776,237,-0.08644681183469001,0.8404255319149999,165,-0.008446056307751002,0.873684210526,285,-0.074469975304557,0.8142857142859999,86,-0.2567708932202,0.808080808081,139,-0.26011600161195
CID006539565,0.8714285714290001,187,-0.04796047753550299,0.8666666666670001,233,-0.09184521137512297,0.888888888889,352,-0.006373748473745999,0.873563218391,283,-0.072665107880594,0.84375,179,-0.22842208391014,0.8279569892470001,179,-0.2500795304817499
CID044592364,0.844444444444,112,-0.085913283571882,0.469879518072,5,-0.26807862316919095,0.863636363636,263,-0.006808169069354001,0.839622641509,170,-0.09088226986959899,0.862068965517,254,-0.22624758526160998,0.844827586207,240,-0.39110369088679997
CID006539486,0.847222222222,121,-0.06245080061852601,0.835164835165,117,-0.08445987013437802,0.881720430108,333,-0.007319534050173998,0.891304347826,340,-0.066669154774877,0.8695652173909999,282,-0.24966483461742003,0.7978723404260001,118,-0.24547550043374994
CID044578252,0.8630136986299999,160,-0.04781704639824302,0.847826086957,158,-0.10139185851102099,0.844444444444,180,-0.006784322678848001,0.879120879121,311,-0.067872852307572,0.835820895522,148,-0.22022027684863998,0.87,320,-0.22703067776851998
CID009929101,0.8875,253,-0.036519510481335,0.88,282,-0.09238140345031601,0.817204301075,75,-0.007003595807657002,0.7294117647059999,23,-0.14796149630083305,0.816901408451,96,-0.22516499002306,0.785714285714,102,-0.33300862218249005
CID024804780,0.8235294117649999,72,-0.08106547491767702,0.337837837838,3,-0.347876048365885,0.8691588785050001,291,-0.007122344944762,0.844660194175,183,-0.08868428662398499,0.8823529411759999,319,-0.20675722600787003,0.859649122807,297,-0.40280931054057
CID017755233,0.922330097087,376,-0.03832946044636101,0.844827586207,147,-0.09136084082412797,0.8421052631579999,173,-0.006916542195677002,0.785046728972,86,-0.11719729553286799,0.918367346939,393,-0.18144762041153,0.844262295082,238,-0.31540380162349
CID044525939,0.8901098901100001,265,-0.050327407728692,0.78431372549,35,-0.123511312890927,0.826923076923,109,-0.008028933832123,0.736842105263,33,-0.154861928259316,0.8571428571430001,225,-0.30721715553832996,0.676767676768,31,-0.42529585965493
CID010278843,0.918367346939,371,-0.03945903372124901,0.827272727273,96,-0.08978608638880298,0.8956521739129999,366,-0.005488010856522002,0.8425925925929999,178,-0.09083692616785405,0.902173913043,368,-0.17741208090752,0.837606837607,207,-0.27724737446912
CID044525959,0.912087912088,351,-0.04694698886607801,0.755102040816,19,-0.134704755062664,0.8235294117649999,96,-0.007336808373089001,0.744680851064,45,-0.15468899397981703,0.880952380952,313,-0.2734844610656,0.7475728155339999,75,-0.4093491274393001
CID025093464,0.8589743589740001,150,-0.04355476402828599,0.88,283,-0.079004635850517,0.865979381443,278,-0.006343827650028998,0.897959183673,352,-0.063525112864365,0.849315068493,193,-0.19970975202093,0.855769230769,284,-0.23700437823021997
CID006539506,0.87323943662,195,-0.05402193927646899,0.904255319149,358,-0.06412704365417897,0.865168539326,270,-0.007024419637955999,0.862068965517,241,-0.07842007512730802,0.863636363636,262,-0.23528625858794,0.854166666667,276,-0.22329720478888
CID044529229,0.8969072164949999,300,-0.062528395270253,0.849557522124,162,-0.08421888873988997,0.867256637168,283,-0.006568818860449001,0.875,290,-0.07710537403937598,0.879120879121,309,-0.19513531095279,0.8290598290600001,183,-0.26492499374740996
CID006539461,0.875,199,-0.058285389847414,0.844444444444,145,-0.08086592237668,0.891304347826,358,-0.006468698403964002,0.876404494382,297,-0.07235716460038102,0.8656716417910001,272,-0.25409426239662,0.8064516129029999,136,-0.23657779591126005
CID000447966,0.822580645161,71,-0.04929258614810599,0.8433734939759999,142,-0.10152299203387403,0.880952380952,331,-0.006462244320486997,0.8780487804880001,304,-0.07082603865930598,0.48888888888899995,12,-0.34600226007804,0.855555555556,281,-0.23368079963467003
CID044532445,0.872093023256,190,-0.047910937311354,0.878504672897,275,-0.08409987382912602,0.843137254902,177,-0.007698289022378001,0.84,172,-0.09453251698274802,0.8780487804880001,306,-0.18603084272230996,0.845454545455,242,-0.27116047500687
CID044433573,0.810810810811,54,-0.051157939251774004,0.81914893617,76,-0.089084527808934,0.864583333333,267,-0.00720486321996,0.873684210526,286,-0.07549269545645,0.7424242424240001,18,-0.26996552284474995,0.843137254902,232,-0.22428583134660002
CID006539602,0.8356164383560001,93,-0.052423909345079,0.875,264,-0.089772904790133,0.822222222222,92,-0.008340973024527997,0.8571428571430001,223,-0.08329719335640297,0.805970149254,66,-0.25868580965161997,0.802083333333,124,-0.26819599997105004
CID006539513,0.8695652173909999,178,-0.05068322391509102,0.8522727272730001,172,-0.07408319161270599,0.887640449438,347,-0.006198376611183003,0.922222222222,392,-0.04997442103806299,0.84126984127,167,-0.22873348694784,0.851063829787,265,-0.20664301036521004
CID001489204,0.87012987013,182,-0.04923252524447301,0.817204301075,75,-0.094240133553197,0.886597938144,345,-0.006246152313292001,0.929292929293,396,-0.04381242959191398,0.828571428571,130,-0.20477645275359,0.841584158416,224,-0.20699162594332995
CID044529385,0.880952380952,216,-0.043668673632168,0.8962264150939999,337,-0.07366667954361503,0.883495145631,338,-0.0071010381204650004,0.9029126213590001,364,-0.05895121465210797,0.914634146341,388,-0.15854278854721998,0.9026548672570001,386,-0.21496385169820997
CID006539473,0.805970149254,47,-0.071347377008735,0.816091954023,72,-0.08941824833872296,0.865168539326,271,-0.008167997523177999,0.862068965517,242,-0.08153162219394403,0.846153846154,182,-0.29345009847034,0.791208791209,110,-0.24988466162902997
CID006539605,0.824324324324,74,-0.05310917898085301,0.877551020408,272,-0.087127966579433,0.813186813187,60,-0.008893079893075,0.8602150537630001,232,-0.08430972063857595,0.828571428571,131,-0.24486762509902002,0.79381443299,114,-0.26634341602329
CID044305812,0.9552238805969999,397,-0.028547456020735006,0.918604651163,382,-0.057741540228335,0.8026315789470001,44,-0.006285841917185999,0.901234567901,361,-0.060549908441181015,0.916666666667,390,-0.12734216283608998,0.9130434782610001,388,-0.17661512965012
CID009923028,0.805970149254,48,-0.05193546078576501,0.89247311828,328,-0.064864210198676,0.83908045977,156,-0.008406611638446,0.875,291,-0.072733523449424,0.790322580645,42,-0.24324077248517997,0.75,78,-0.23563772264747998
CID044525960,0.9069767441859999,334,-0.045358141990313,0.864077669903,222,-0.105593920961546,0.826530612245,107,-0.007740950079821,0.7303370786519999,24,-0.16326889627803104,0.8734177215189999,291,-0.28012242205762006,0.734693877551,58,-0.42527080231232006
CID044525485,0.8705882352940001,184,-0.04947604811973099,0.760416666667,24,-0.13120420790597198,0.83,121,-0.006929999999995998,0.75,57,-0.145372002885031,0.8026315789470001,58,-0.27547292108263,0.659574468085,27,-0.42427952616938
CID011231979,0.826086956522,78,-0.057445494283142,0.804597701149,58,-0.12083685517109598,0.879120879121,327,-0.006554429855113,0.837209302326,160,-0.09544698146120902,0.8125,80,-0.22372808155392,0.831578947368,191,-0.2909193993066
CID044525970,0.8705882352940001,185,-0.05415850904887097,0.7979797979800001,53,-0.11787674489244897,0.841584158416,171,-0.007338933248153998,0.7894736842110001,91,-0.12487441890457297,0.833333333333,143,-0.2701977767049,0.701030927835,40,-0.39663426430898996
CID044525937,0.904255319149,322,-0.04625785374282598,0.7884615384620001,40,-0.12107525323944296,0.8190476190479999,82,-0.0076636929568809995,0.742268041237,40,-0.15301203267866703,0.860465116279,244,-0.28491246797275993,0.721153846154,49,-0.40261712626586
CID044529831,0.8823529411759999,226,-0.03960150386186,0.854368932039,183,-0.106701188326709,0.895238095238,365,-0.005713880445804,0.787234042553,88,-0.130351974031724,0.8157894736839999,92,-0.21920001861104002,0.798076923077,119,-0.35934993231388
CID024803300,0.8095238095239999,53,-0.11627881228147152,0.518072289157,8,-0.26202099807382495,0.8691588785050001,292,-0.007360440182859001,0.855769230769,218,-0.08438370523323599,0.8414634146340001,169,-0.27215641578249095,0.828828828829,182,-0.39561753281121
CID009836051,0.80303030303,43,-0.050949807388784005,0.903225806452,356,-0.06931802531906298,0.837209302326,150,-0.008264292914426001,0.873563218391,284,-0.07260498309869598,0.786885245902,37,-0.24343749779944998,0.788888888889,107,-0.23445379007978995
CID006539610,0.847222222222,122,-0.050701461994199996,0.8723404255320001,252,-0.08834139516209896,0.8695652173909999,294,-0.007550483091797001,0.8666666666670001,257,-0.07641005875259797,0.852941176471,208,-0.21406734976986,0.84693877551,244,-0.24107560117818
CID044529101,0.876288659794,202,-0.052924249579233015,0.821428571429,80,-0.11226739161160997,0.849557522124,201,-0.006829424391454002,0.745098039216,47,-0.146739560506924,0.8181818181820001,100,-0.26291776759405994,0.17105263157900003,0,-0.57567058764458
CID011524582,0.9111111111110001,345,-0.04641373104439399,0.90990990991,364,-0.06215213138948801,0.785714285714,22,-0.008549572649577,0.83,136,-0.09582852279256701,0.8928571428569999,348,-0.19233681205290004,0.814814814815,153,-0.25220555221107
CID010595057,0.8734177215189999,198,-0.04692000499823003,0.9019607843140001,352,-0.07730723777516597,0.817204301075,76,-0.009180572569316004,0.826086956522,128,-0.10704021026849198,0.849315068493,194,-0.21384913803049002,0.81,145,-0.28464783084497997
CID009814925,0.820895522388,68,-0.04730407482778901,0.903225806452,357,-0.06459990452841799,0.8505747126440001,207,-0.007458856579167999,0.886363636364,333,-0.06917143227614801,0.766666666667,26,-0.24771611336167002,0.802197802198,126,-0.22259039273254005
CID044532297,0.849315068493,130,-0.046048635661255,0.86170212766,209,-0.089353487084553,0.894736842105,363,-0.005817457789104001,0.8023255813950001,100,-0.11137327878428696,0.8550724637680001,216,-0.18181977099357996,0.86,299,-0.27919981375492997
CID051356854,0.8550724637680001,144,-0.04428956753978199,0.85393258427,180,-0.08896899673714001,0.863636363636,264,-0.006388010540191998,0.898876404494,355,-0.061925074254008006,0.84375,180,-0.20336701282296996,0.8877551020409999,367,-0.21030592709313
CID044528946,0.885416666667,247,-0.048117975774234004,0.8695652173909999,246,-0.10005853628230701,0.8571428571430001,234,-0.006566048534785998,0.701030927835,11,-0.163070423853318,0.840909090909,166,-0.24058407604196996,0.38823529411799995,5,-0.5097317083015701
CID006539587,0.7794117647059999,19,-0.05785539393728602,0.8723404255320001,253,-0.08603275597947699,0.881720430108,334,-0.008219534050160002,0.879120879121,312,-0.06726234401481798,0.852941176471,209,-0.21657222625904005,0.858585858586,293,-0.21851473684448994
CID010267580,0.820895522388,69,-0.047632875830192004,0.879120879121,279,-0.07659322885982298,0.9130434782610001,391,-0.006271950032444999,0.860465116279,234,-0.08094261214794998,0.8064516129029999,68,-0.23521228054881,0.8404255319149999,220,-0.23553471566115997
CID044525928,0.898876404494,305,-0.04270998944286101,0.847619047619,157,-0.111092339986156,0.7979797979800001,36,-0.007641695488293998,0.714285714286,13,-0.166511718053459,0.8928571428569999,349,-0.26485719828199,0.745098039216,72,-0.40864972005415
CID044525946,0.891304347826,273,-0.05065725344966201,0.78640776699,36,-0.11984988186279098,0.828571428571,114,-0.007947074207265002,0.739583333333,38,-0.15325252063844103,0.858823529412,234,-0.31909617369391,0.6930693069310001,38,-0.42161044177628
CID057401867,0.8987341772149999,304,-0.06261403024372,0.9,348,-0.063576136257865,0.758620689655,14,-0.017790484504594004,0.847826086957,196,-0.09883354577217199,0.906666666667,376,-0.19432998957844,0.864077669903,309,-0.23220508749879998
CID010186182,0.924731182796,381,-0.039195478972121015,0.839622641509,132,-0.084429009781902,0.8691588785050001,293,-0.005806788314280999,0.8217821782179999,119,-0.10087034957750604,0.9080459770110001,380,-0.17983252547717996,0.807339449541,138,-0.3018892098692201
CID044525973,0.918604651163,372,-0.04572908226745401,0.778947368421,31,-0.12158626022423699,0.86,254,-0.005804590495455,0.795698924731,96,-0.12810400665446398,0.8571428571430001,226,-0.23337646535318995,0.7052631578949999,42,-0.40415735718458
CID044527001,0.901639344262,312,-0.045102877350682996,0.846153846154,151,-0.100299885730317,0.926829268293,397,-0.005211628781328998,0.771428571429,79,-0.128318786792048,0.8518518518520001,202,-0.20423397160672996,0.772151898734,87,-0.33483781329732
CID006539496,0.8405797101450001,101,-0.06709923529751699,0.904255319149,359,-0.06688498481969199,0.8522727272730001,215,-0.008088391680773997,0.875,292,-0.070548227261716,0.863636363636,263,-0.27652893015254,0.8421052631579999,227,-0.22892651366942002
CID011373846,0.886363636364,249,-0.037708699797219,0.8691588785050001,244,-0.07876528014218799,0.877358490566,320,-0.0059321099538479985,0.83,137,-0.089204856865675,0.8928571428569999,350,-0.17461177484759005,0.8571428571430001,289,-0.22466128768473997
CID044306199,0.9264705882350001,382,-0.034509141494546994,0.9213483146070001,387,-0.05828243033621397,0.7948717948720001,33,-0.006850138600146997,0.904761904762,369,-0.056933183368799004,0.847457627119,187,-0.19836615481856001,0.89247311828,372,-0.19894044859803
CID044529112,0.8878504672900001,258,-0.048320605007353995,0.83606557377,120,-0.10904561615157998,0.842975206612,176,-0.006942644709383999,0.722222222222,18,-0.15651745273583395,0.824742268041,112,-0.24103157824061996,0.267441860465,3,-0.55083127528138
CID057396627,0.9135802469140001,359,-0.063333626697753,0.89,315,-0.06549891467119799,0.8404255319149999,166,-0.016294154144351,0.86170212766,237,-0.090951584539298,0.922077922078,394,-0.1727328531052,0.87619047619,338,-0.22929096204446
CID046214650,0.8571428571430001,147,-0.04752053606398398,0.8804347826090001,287,-0.08097799315214597,0.83908045977,157,-0.008891448098340998,0.875,293,-0.075743339632488,0.863636363636,264,-0.20369890202424995,0.9,383,-0.21591981350481998
CID006539504,0.901408450704,311,-0.043570794171153004,0.913978494624,375,-0.06017248924288799,0.887640449438,348,-0.006179308851334,0.872093023256,274,-0.076879330215216,0.859375,241,-0.20672856622822,0.886597938144,364,-0.20888226982204
CID044525944,0.8850574712639999,242,-0.051812676630154014,0.787878787879,38,-0.121988168146449,0.82,86,-0.008143253757740002,0.725274725275,20,-0.162434999013858,0.864197530864,266,-0.341386014526952,0.677083333333,32,-0.44269759188944
CID049862644,0.813953488372,58,-0.078166588444991,0.8425925925929999,140,-0.08702334322588802,0.839622641509,161,-0.008622331643031,0.9,358,-0.06353809094394898,0.817073170732,98,-0.23558746656761997,0.83185840708,194,-0.24728498471546995
CID049798353,0.852941176471,140,-0.04665796144258101,0.8777777777779999,273,-0.07437803200273402,0.875,311,-0.006721153846145002,0.922222222222,393,-0.04850103348493699,0.8769230769230001,302,-0.18943997945190996,0.826086956522,174,-0.20940148340506998
CID011712734,0.872093023256,191,-0.045180887106326006,0.878504672897,276,-0.08966958200392902,0.854368932039,227,-0.006836145738016999,0.7659574468089999,72,-0.12972259418996904,0.835443037975,146,-0.21508928139897,0.663157894737,29,-0.36103911003232003
CID002409198,0.8904109589040001,268,-0.044922546682117995,0.881720430108,293,-0.07622444553988798,0.8666666666670001,280,-0.006421347031958997,0.8505747126440001,207,-0.08397018194766595,0.8125,81,-0.23176436613535,0.8064516129029999,137,-0.27782806639707003
CID000156422,0.90625,333,-0.046391526593884014,0.867256637168,234,-0.08328186513726797,0.833333333333,138,-0.008170942982471003,0.8518518518520001,209,-0.09300100964810795,0.837209302326,155,-0.20715669750466004,0.8053097345129999,133,-0.29538953705845006
CID057398391,0.911392405063,348,-0.06610764596991302,0.8989898989899999,343,-0.06537129956397003,0.849462365591,198,-0.017130180531338003,0.846153846154,190,-0.097822741892996,0.859154929577,238,-0.20464521031320004,0.884615384615,360,-0.23157608988553002
CID044336137,0.894117647059,285,-0.044211183394044,0.885714285714,304,-0.07360209836421401,0.7894736842110001,25,-0.009399999999987998,0.84693877551,192,-0.09658035271923102,0.8289473684209999,133,-0.21989505091479006,0.8301886792450001,187,-0.26608381316989
CID006539428,0.9111111111110001,346,-0.044442923742934994,0.889908256881,314,-0.09822875858254901,0.8878504672900001,350,-0.006608985199632999,0.623529411765,6,-0.206108835395207,0.807692307692,71,-0.23329225851071,0.561797752809,12,-0.4664382521474201
CID044526072,0.8026315789470001,40,-0.055388529273788,0.86,204,-0.094945136520625,0.868686868687,288,-0.007650212652847999,0.8043478260870001,102,-0.10130513384326797,0.853333333333,210,-0.2341437271576,0.8252427184469999,173,-0.27889008177762004
CID005329481,0.861111111111,157,-0.05238578944022601,0.846153846154,152,-0.08613245806217601,0.855555555556,229,-0.006861653116528999,0.8777777777779999,302,-0.07722741665732705,0.8507462686570001,200,-0.21745915803543994,0.868686868687,316,-0.24356675630858007
CID044532978,0.838235294118,97,-0.056377405893721005,0.85393258427,181,-0.094089267629298,0.888888888889,353,-0.006683895921233002,0.79012345679,93,-0.11644865695418102,0.825396825397,118,-0.23126429523251002,0.802197802198,127,-0.29791095687944
CID000253268,0.953125,396,-0.025599044950692998,0.928571428571,395,-0.05003855216523403,0.810810810811,53,-0.005956686985892998,0.8974358974359999,351,-0.05960119505131403,0.912280701754,385,-0.12619146735713999,0.922222222222,395,-0.16437498916999005
CID044525971,0.869047619048,174,-0.05942700935945001,0.688888888889,11,-0.157663941154049,0.884615384615,339,-0.006141902423817,0.787234042553,89,-0.127271726382433,0.846153846154,183,-0.23500858265305002,0.7373737373739999,61,-0.39359888878775995
CID006539615,0.91,341,-0.04355963847724499,0.821428571429,81,-0.10336628765055897,0.828828828829,117,-0.007633737400761001,0.846846846847,191,-0.088605133163277,0.881720430108,317,-0.20809019525968994,0.851239669421,266,-0.27717880207455997
CID044305551,0.942028985507,390,-0.030134063772607994,0.909090909091,363,-0.05689863315834999,0.8101265822779999,51,-0.005777312709411,0.904761904762,370,-0.057065785965563984,0.903225806452,372,-0.13377919735278,0.9157894736839999,390,-0.17839001128627002
CID053469824,0.825581395349,76,-0.058859869220331,0.8518518518520001,170,-0.10050165268059698,0.530120481928,10,-0.014545458701389,0.8235294117649999,123,-0.09722893348078401,0.814814814815,90,-0.2858023972571201,0.8508771929819999,263,-0.30473395111705004
CID044305879,0.945205479452,391,-0.03396677237592301,0.9010989010989999,351,-0.06619974859404601,0.819277108434,85,-0.006235371659197998,0.8705882352940001,270,-0.07486173905206095,0.8571428571430001,227,-0.17855440525808997,0.873684210526,330,-0.21517415012009
CID025190914,0.8977272727269999,303,-0.071100159352421,0.834951456311,115,-0.08705544223410001,0.865384615385,275,-0.006402711650054002,0.905660377358,371,-0.05906925975694301,0.9176470588240001,391,-0.16214586301273995,0.845454545455,243,-0.20995592292841003
CID006539481,0.846153846154,117,-0.06387702105812601,0.9111111111110001,367,-0.06203257281531799,0.896551724138,369,-0.007046655281420002,0.9069767441859999,373,-0.05455681450594303,0.8709677419349999,285,-0.24625056869478001,0.858695652174,295,-0.20829511347693005
CID051356853,0.8484848484849999,127,-0.04490467657340901,0.862068965517,213,-0.08454352218581702,0.858823529412,251,-0.006642725901541001,0.8953488372089999,348,-0.06136680365033804,0.83606557377,152,-0.20897243177782998,0.8842105263160001,359,-0.20510971619584
CID044525938,0.8901098901100001,266,-0.049619083403876996,0.7961165048540001,49,-0.11711592199037697,0.826923076923,110,-0.007809224985546998,0.736842105263,34,-0.154825377853201,0.8571428571430001,228,-0.32196190811894,0.69,37,-0.42326041577173
CID010186009,0.9148936170209999,364,-0.03442519181567501,0.883928571429,299,-0.09303717642917897,0.817307692308,78,-0.0067179623567910005,0.698924731183,10,-0.163475715734889,0.831325301205,141,-0.21458014676162,0.7184466019419999,48,-0.38179957774682005
CID015872399,0.894117647059,286,-0.03764414571384202,0.875,265,-0.080923830138074,0.85,202,-0.006181914893619002,0.84693877551,193,-0.08980390208206002,0.7972972972969999,52,-0.24753529188058004,0.8190476190479999,160,-0.25372345427942
CID044532997,0.8125,57,-0.058567231781389006,0.8352941176469999,118,-0.11468654496293004,0.802469135802,43,-0.009100586419762,0.8823529411759999,320,-0.07043665314037703,0.7321428571430001,17,-0.2673519432985699,0.822222222222,168,-0.29804427040498
CID051356289,0.833333333333,91,-0.05012454929038801,0.8235294117649999,85,-0.11423230755252001,0.847058823529,189,-0.007106304293890002,0.8,99,-0.11445967861865997,0.779661016949,32,-0.24809559791462,0.797752808989,117,-0.32091448444458
CID011793277,0.871794871795,188,-0.045579576465083,0.911764705882,369,-0.06867178111803102,0.8152173913040001,67,-0.009290356744708999,0.849462365591,205,-0.09521700080986002,0.7424242424240001,19,-0.2523871342705599,0.843137254902,233,-0.25744219783015004
CID006539579,0.8630136986299999,161,-0.052717211844095016,0.8723404255320001,254,-0.08904021483331098,0.8571428571430001,235,-0.008043052837579001,0.8666666666670001,258,-0.07391093727631795,0.835820895522,149,-0.2453313918206,0.822916666667,170,-0.26016723075838993
CID010028480,0.847058823529,119,-0.08905250125696602,0.765306122449,25,-0.11543958063581,0.855769230769,230,-0.007215384615402001,0.885714285714,329,-0.06958362823444697,0.8928571428569999,351,-0.19154928878810007,0.803738317757,130,-0.26374384281313
CID044305647,0.9589041095890001,398,-0.028055198092472994,0.9,349,-0.06346827748105299,0.7875,23,-0.006120745521601,0.9080459770110001,378,-0.05605255975859095,0.924242424242,396,-0.13094456835617002,0.918367346939,391,-0.18391485345226
CID044525947,0.904255319149,323,-0.04957470910464799,0.752475247525,17,-0.13197828036915704,0.8301886792450001,122,-0.007241829770843998,0.767676767677,77,-0.136853749775719,0.886363636364,330,-0.26194400240619997,0.656565656566,26,-0.4100899091105401
CID006539569,0.8,39,-0.060451033801432005,0.849462365591,161,-0.09769303120491002,0.8709677419349999,297,-0.008551612903235,0.8681318681319999,262,-0.07698254832762802,0.8714285714290001,286,-0.22835213519609995,0.8125,149,-0.25897947855304004
CID044535870,0.786666666667,28,-0.05914830129220001,0.8125,66,-0.102081419202376,0.868686868687,289,-0.008144088071724,0.9,359,-0.06510056254168299,0.788732394366,39,-0.23922625882274,0.8691588785050001,318,-0.23671304831762
CID044397192,0.9473684210529999,393,-0.02459431227812802,0.89247311828,329,-0.058194451275852,0.865168539326,272,-0.005012090150453,0.912087912088,384,-0.054664924368944004,0.9130434782610001,387,-0.13056695367160998,0.932038834951,396,-0.15287318311355
CID044525950,0.881720430108,223,-0.05174550824918501,0.81308411215,67,-0.11505624595846603,0.8317757009350001,134,-0.007990519525043,0.7575757575759999,64,-0.14000803710293902,0.862068965517,255,-0.28494791916657003,0.574468085106,13,-0.43281416701164
CID044526078,0.7972972972969999,37,-0.05725304483153,0.868686868687,241,-0.08837412261791702,0.829787234043,118,-0.008297966027216,0.863157894737,248,-0.082791608442567,0.816901408451,97,-0.26834182433639,0.7731958762890001,90,-0.30520101044117
CID044526685,0.883116883117,234,-0.05163044027914,0.8989898989899999,344,-0.07344314765241802,0.811111111111,55,-0.011075901875910002,0.858695652174,227,-0.096258322404398,0.859154929577,239,-0.21294153108865999,0.862745098039,306,-0.27479718736764996
CID006539492,0.859154929577,152,-0.058289691529707,0.893617021277,331,-0.07077100183914599,0.8666666666670001,281,-0.00800664689894,0.863636363636,250,-0.07769378544833298,0.8656716417910001,273,-0.24110040751276995,0.8556701030930001,283,-0.22994553777841997
CID021078798,0.853333333333,141,-0.04976086757998001,0.852631578947,174,-0.09378709292491498,0.8369565217389999,148,-0.007497041773236002,0.894736842105,345,-0.06253062115307498,0.826086956522,120,-0.22348630067524003,0.873786407767,332,-0.21970760521063998
CID046215814,0.8196721311480001,65,-0.050525614904642996,0.8414634146340001,135,-0.10227777929316197,0.8518518518520001,214,-0.007339848044753997,0.8625,244,-0.07931553432837199,0.7818181818179999,34,-0.23742123807488003,0.85393258427,273,-0.25113619691223005
CID006539524,0.87323943662,196,-0.053799014780990986,0.89247311828,330,-0.07319726622360101,0.8522727272730001,216,-0.007533176330698998,0.8352941176469999,151,-0.09257959773400004,0.897058823529,363,-0.21231220411363996,0.854166666667,277,-0.25469937011715005
CID044305594,0.9130434782610001,355,-0.03940805182946801,0.898876404494,342,-0.07061122509172002,0.769230769231,17,-0.008052065443370001,0.880952380952,316,-0.07106232005862599,0.888888888889,335,-0.17039915531178004,0.882978723404,355,-0.21321966252699004
CID006539529,0.830508474576,85,-0.04984966786532201,0.8915662650599999,323,-0.07673999638086301,0.846153846154,185,-0.0073255596158539995,0.886075949367,331,-0.06513711641739803,0.745098039216,20,-0.26186099691543996,0.875,336,-0.21310282080338996
CID044592502,0.8295454545450001,82,-0.08322797977704499,informer,informer,informer,0.862385321101,258,-0.00710064146594,informer,informer,informer,0.860465116279,245,-0.22475649554072996,informer,informer,informer
CID010310395,0.9347826086959999,386,-0.033497075249633,informer,informer,informer,0.877358490566,321,-0.0055230948577260006,informer,informer,informer,0.8518518518520001,203,-0.19788049856583997,informer,informer,informer
CID057345685,0.8915662650599999,277,-0.068499566337513,0.894230769231,333,-0.064454679915762,0.835051546392,142,-0.017485868688798003,0.878787878788,310,-0.08430068333194499,0.8987341772149999,365,-0.19246848509410006,0.9009009009010001,384,-0.22338300852928994
CID049862783,0.8723404255320001,193,-0.06511670891743,0.8584070796459999,194,-0.082985203010542,0.81308411215,59,-0.008241614635106,0.8738738738740001,288,-0.07787294797372298,0.865168539326,270,-0.20641897602284004,0.837606837607,208,-0.25535485760777
CID070685442,0.9,306,-0.053791531569636994,0.8909090909090001,318,-0.06943499720138797,0.846153846154,186,-0.01196518218623,0.82,116,-0.10876146655433802,0.9069767441859999,377,-0.17065081139838004,0.8782608695649999,347,-0.23729736829283005
CID000667570,0.735849056604,2,-0.055708280045084,0.90243902439,354,-0.07030425943115101,0.8571428571430001,236,-0.008218936259057,0.911392405063,383,-0.053278451087867995,0.78431372549,35,-0.23621604288188,0.872093023256,325,-0.18898538224822
CID006539609,0.851351351351,136,-0.050171273063325,0.863157894737,219,-0.09152523934330299,0.847826086957,192,-0.007832965521184,0.8571428571430001,224,-0.07953588654473097,0.8405797101450001,164,-0.22581468714772998,0.85,259,-0.24272818994135997
CID009888013,0.894117647059,287,-0.041811105465274,0.864077669903,223,-0.10308591976493002,0.85,203,-0.006181914893619002,0.7444444444439999,43,-0.14600050102522702,0.813333333333,84,-0.26677403394785004,0.734693877551,59,-0.3791401754488
CID010158539,0.7837837837839999,24,-0.0608070470597,0.858585858586,197,-0.09411933373754698,0.8064516129029999,48,-0.010606107078703002,0.852631578947,210,-0.09323094398363098,0.42592592592600004,10,-0.41781325660353,0.8235294117649999,171,-0.28606827468879004
