molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw
CID009836050,0.805970149254,46,-0.051223445384801,0.89247311828,327,-0.070552308038395
CID056673516,0.8962264150939999,297,-0.042299467227936025,informer,informer,informer
CID044526073,0.776119402985,14,-0.063281122603475,0.858695652174,198,-0.09391092856310797
CID051354036,0.86170212766,158,-0.04633030824026599,0.839285714286,130,-0.10279281935442501
CID019879232,0.791044776119,33,-0.046293796494690995,0.916666666667,377,-0.066509014353144
CID045269578,0.861111111111,156,-0.047083529333396004,0.833333333333,110,-0.10028212775378603
CID044525926,0.923913043478,379,-0.036549563670526,0.838095238095,124,-0.116266459938424
CID066561010,0.887640449438,255,-0.049259416897507985,0.87037037037,249,-0.08931485987645302
CID010287409,0.7971014492749999,36,-0.04946626012109501,0.895833333333,336,-0.07306147741155901
CID006539606,0.830985915493,87,-0.052717688483868014,0.8842105263160001,300,-0.08311175932946298
CID053322416,0.8032786885250001,45,-0.056397501896185,0.8433734939759999,141,-0.10082300580620603
CID006539572,0.883116883117,233,-0.04674221288518201,0.8152173913040001,70,-0.106939427693276
CID060150509,0.9010989010989999,308,-0.04872318730649701,0.891891891892,326,-0.07123229629866198
CID051355190,0.8723404255320001,192,-0.048284123687020994,0.868421052632,240,-0.089227552990017
CID010086873,0.820895522388,66,-0.049051084316202,0.891304347826,320,-0.071843674204929
CID044578630,0.8488372093019999,128,-0.05389130461644301,0.838095238095,125,-0.11745004433460399
CID044525940,0.923913043478,380,-0.045945741307678,0.792079207921,43,-0.11980560160089
CID025121268,0.776315789474,16,-0.062381358663198994,0.873786407767,258,-0.09259164304495501
CID006539455,0.8730158730159999,194,-0.05892908984160301,0.9318181818179999,396,-0.05514156476086802
CID011427162,0.847222222222,120,-0.051201895132644996,0.8842105263160001,301,-0.079113789808681
CID010161259,0.909090909091,337,-0.040307622897514,0.8217821782179999,82,-0.08815424135543101
CID046215816,0.8695652173909999,175,-0.04761952479995202,0.866071428571,227,-0.08979837723209501
CID044526071,0.774647887324,12,-0.064077433144093,0.865979381443,226,-0.087397469664216
CID057394915,0.858823529412,149,-0.05019900744580001,0.8679245283020001,238,-0.09496441560244198
CID044525924,0.9111111111110001,343,-0.046050832947236,0.847619047619,156,-0.10885727851748299
CID023648890,0.808823529412,51,-0.06866142531396802,informer,informer,informer
CID057396626,0.90243902439,314,-0.059988109284623004,0.9029126213590001,355,-0.06436019413570797
CID010639924,0.80303030303,42,-0.05651977847972399,0.827586206897,97,-0.088407454945201
CID006539571,0.859154929577,151,-0.04744813370866602,0.8571428571430001,190,-0.09839332039536397
CID024802961,0.831325301205,89,-0.08403851707902601,0.48101265822800005,6,-0.268883382327141
CID044527361,0.784615384615,25,-0.055537490721894,0.8666666666670001,229,-0.08688002241514298
CID051356852,0.8484848484849999,124,-0.045007342657327004,0.862068965517,211,-0.08018591081691101
CID009865518,0.894117647059,280,-0.042216778373456006,0.875,260,-0.089621683431295
CID044525957,0.895833333333,293,-0.04799901792916901,0.827272727273,94,-0.108539683765466
CID044525958,0.882978723404,231,-0.05206068969326401,0.814814814815,69,-0.11155213261908001
CID044525921,0.8901098901100001,263,-0.045854945116991994,0.8518518518520001,167,-0.10717934367855897
CID022112846,0.894117647059,281,-0.04755881349305401,0.852941176471,175,-0.086609693081639
CID044578709,0.847058823529,118,-0.056145555783045004,0.8252427184469999,89,-0.11953869201259601
CID006539398,0.894117647059,282,-0.046419336852794,0.864077669903,221,-0.114151150190417
CID006539501,0.87012987013,179,-0.05939817288023902,0.829787234043,101,-0.08938565103552698
CID053469449,0.8777777777779999,209,-0.050823609247689014,0.862385321101,214,-0.084909466707536
CID024804781,0.814814814815,60,-0.075016999440502,informer,informer,informer
CID044527657,0.837837837838,94,-0.049348684836265005,0.802197802198,57,-0.09600820776567202
CID006539467,0.826086956522,77,-0.065277025311172,0.8571428571430001,191,-0.07875911363583796
CID045272980,0.851351351351,135,-0.055088090705908,0.8387096774189999,128,-0.09463126861153802
CID044526099,0.8648648648649999,163,-0.047179195061169,0.86170212766,207,-0.09742794214133799
CID044532720,0.8507462686570001,134,-0.04397648194653899,0.876404494382,269,-0.08298359408004
CID006539613,0.8734177215189999,197,-0.043093149472679025,0.8210526315790001,79,-0.10969649073673698
CID009958299,0.913978494624,360,-0.039689017939518,0.8301886792450001,104,-0.08524780973350098
CID044525953,0.895833333333,294,-0.048450365951984015,0.827272727273,95,-0.10965708418476999
CID044532478,0.8969072164949999,299,-0.043093036307974994,0.8695652173909999,245,-0.08446761198974503
CID044525486,0.8505747126440001,133,-0.056062294605609984,0.7575757575759999,21,-0.13434943120646703
CID009945516,0.7741935483869999,11,-0.058491073527514,0.875,261,-0.086409466882472
CID011133737,0.894117647059,283,-0.04270407753357199,0.875,262,-0.08805972860515399
CID006539498,0.8695652173909999,176,-0.06001496013839902,0.902173913043,353,-0.06798698060081601
CID006539465,0.8064516129029999,50,-0.07324703669865601,0.910112359551,366,-0.06448287833778898
CID044525974,0.8518518518520001,137,-0.057927794664312,0.752688172043,18,-0.13591449054399302
CID056670156,0.891089108911,270,-0.045885012995922014,informer,informer,informer
CID053317178,0.796610169492,35,-0.051078385734735,0.880952380952,288,-0.077647171562272
CID066561090,0.8777777777779999,210,-0.04574947595145201,0.872727272727,256,-0.08231273171277999
CID011529890,0.784615384615,26,-0.050435819012739,0.879120879121,277,-0.081701346564447
CID006539426,0.904761904762,324,-0.044120041770173,0.883495145631,296,-0.100511831035448
CID051356855,0.8484848484849999,125,-0.04459369064577301,0.875,263,-0.07423638858996298
CID044529278,0.876288659794,201,-0.051742172259842026,0.8521739130429999,171,-0.10552824925694101
CID051354327,0.865168539326,166,-0.05451196391533,0.8301886792450001,105,-0.11075758782238698
CID024804298,0.8426966292129999,107,-0.080549930812256,0.32,1,-0.3176073894068339
CID044532690,0.888888888889,259,-0.04439827593388501,0.863247863248,220,-0.08952204582194702
CID044525951,0.904255319149,320,-0.05096085261345501,0.8113207547169999,64,-0.11502457216820902
CID044529262,0.886597938144,250,-0.05161134299282599,0.8706896551719999,250,-0.09575798678627603
CID005329826,0.9157894736839999,366,-0.041067584337545024,informer,informer,informer
CID051357138,0.87012987013,180,-0.042100776639170986,0.888888888889,311,-0.07764130062535499
CID011224168,0.9176470588240001,370,-0.040410416132293986,0.85,163,-0.08708239105338303
CID044279444,0.9135802469140001,357,-0.04358088523515998,0.867346938776,235,-0.08530035479534698
CID044525965,0.8518518518520001,138,-0.05924943326360099,0.7659574468089999,26,-0.14071307751373202
CID006539512,0.887096774194,252,-0.044876859139495,0.9176470588240001,380,-0.05256856701040497
CID044525922,0.876404494382,203,-0.049607959467976,0.8504672897200001,164,-0.106366147211337
CID046927672,0.87619047619,200,-0.049233550900092,0.853658536585,178,-0.102104586816927
CID006539475,0.7833333333329999,23,-0.06614450295086302,0.9213483146070001,386,-0.05734458833157596
CID006539458,0.8656716417910001,168,-0.05608270761611699,0.912087912088,371,-0.06054176190303198
CID044525942,0.891304347826,271,-0.05473995041546301,0.724489795918,14,-0.149565821562348
CID044532477,0.8901098901100001,264,-0.044943134641592,0.8518518518520001,168,-0.09418792416174498
CID044397393,0.904109589041,319,-0.038146767862583,0.8804347826090001,284,-0.07454787993315096
CID044532737,0.910112359551,342,-0.037082612807307,0.888888888889,312,-0.074943177410778
CID009901062,0.842857142857,109,-0.04565476620853601,0.916666666667,378,-0.06725912893373198
CID044525967,0.865853658537,169,-0.05629359005380799,0.7659574468089999,27,-0.12831950772546802
CID044525964,0.881720430108,220,-0.053139632766776995,0.801886792453,56,-0.114665251357352
CID044571415,0.825581395349,75,-0.05416188310991302,0.841121495327,133,-0.09313518704141201
CID051356856,0.8550724637680001,142,-0.047001248193602005,0.891304347826,321,-0.074726277808427
CID044525935,0.9213483146070001,374,-0.045015022901639994,0.760416666667,23,-0.13103720352177198
CID044525954,0.905263157895,329,-0.04568122480112399,0.824074074074,87,-0.10944930055689
CID044532446,0.883720930233,238,-0.04842687271959999,0.8878504672900001,310,-0.08029393102374398
CID071451677,0.845238095238,114,-0.05251085411708701,0.8571428571430001,192,-0.09325174170800896
CID044591845,0.816091954023,62,-0.080422409677057,0.225352112676,0,-0.34715169090172093
CID044532526,0.905405405405,330,-0.04011786531512898,0.844444444444,144,-0.09113456632687
CID044525949,0.881720430108,221,-0.05105840084151999,0.824074074074,88,-0.108933631182468
CID044525920,0.913978494624,361,-0.045378490300883007,0.76,22,-0.13196686274506597
CID044525941,0.936170212766,387,-0.03672102795640301,0.7821782178219999,33,-0.12719945972462304
CID044397687,0.8550724637680001,143,-0.047370068726642,0.8666666666670001,230,-0.08826851765782397
CID005329477,0.883495145631,236,-0.046039932269479014,0.8595041322310001,202,-0.09080939374875296
CID009879605,0.8125,55,-0.04637026416563199,0.923913043478,390,-0.058166472587535
CID009903786,0.766666666667,8,-0.060452000701908,0.858823529412,201,-0.08807000877166299
CID053466728,0.8414634146340001,104,-0.06076271880772998,0.831683168317,108,-0.10655896363712203
CID009935852,0.9130434782610001,354,-0.039210688201261994,0.828571428571,99,-0.087107145274211
CID006539477,0.8648648648649999,164,-0.056476387918581,0.86170212766,208,-0.07657644864601199
CID009880709,0.787878787879,29,-0.062390017592185,0.8804347826090001,285,-0.08172590682799696
CID000069689,0.950819672131,394,-0.02676393036092599,0.925925925926,392,-0.05091613613615702
CID044525962,0.902173913043,313,-0.046251436772740004,0.807692307692,61,-0.123912043278928
CID010358578,0.808823529412,52,-0.050598388910836,0.881720430108,292,-0.07512795466889399
CID025263079,0.8625,159,-0.084870851447331,0.747252747253,16,-0.116953677687936
CID044525963,0.891304347826,272,-0.047835901802456005,0.8425925925929999,139,-0.10425564217157303
CID015407403,0.8705882352940001,183,-0.04776915658243999,0.833333333333,111,-0.10388280766864401
CID044525936,0.923076923077,377,-0.04001546165618,0.79,42,-0.12596400445430597
CID044525952,0.882978723404,232,-0.056124696131923,0.757281553398,20,-0.139809469461613
CID006539519,0.876712328767,205,-0.04844204942594401,0.928571428571,394,-0.056004981373457996
CID006539416,0.880952380952,215,-0.043271581601375994,0.885714285714,303,-0.10019638563347201
CID006539591,0.8421052631579999,105,-0.047952437272961,0.831578947368,107,-0.10520551411372901
CID046927597,0.88679245283,251,-0.04866562894075101,informer,informer,informer
CID006539566,0.787878787879,30,-0.05231791804219,0.8681318681319999,239,-0.08746782064833601
CID011514099,0.830508474576,84,-0.047524838826419,0.904761904762,360,-0.06666682850423598
CID044525932,0.894736842105,288,-0.051506065331601,0.780952380952,32,-0.126732122116473
CID051354328,0.863636363636,162,-0.049547352728887994,0.839622641509,131,-0.10113614298332899
CID000099545,0.904761904762,325,-0.03941606409382399,0.8915662650599999,322,-0.07149816174527401
CID006539507,0.876712328767,206,-0.050920128353584004,0.846153846154,150,-0.081356163942646
CID044526068,0.776119402985,15,-0.06094697118297,0.858695652174,199,-0.09062496889449599
CID044525931,0.909090909091,338,-0.043729696380773994,0.8666666666670001,231,-0.10340261585987598
CID025263105,0.869047619048,173,-0.085430581826144,0.82,78,-0.09095923530063803
CID044532683,0.904255319149,321,-0.051543045654845,0.8113207547169999,65,-0.115646154177873
CID044525948,0.895833333333,295,-0.04773575385943801,0.8165137614679999,74,-0.11286508617952803
CID056673950,0.5245901639339999,0,-0.08437130641680501,0.858585858586,196,-0.09325953581689299
CID044525956,0.895833333333,296,-0.05210227148486602,0.7830188679250001,34,-0.12319025827987598
CID044525923,0.913978494624,362,-0.050340740481758,0.807692307692,62,-0.12470346195159898
CID044525961,0.922222222222,375,-0.047590045688532014,0.787878787879,37,-0.122294336898915
CID000005228,0.777777777778,17,-0.05011702515785902,0.9010989010989999,350,-0.06886690963231304
CID044525934,0.8804347826090001,214,-0.051234104515525986,0.822429906542,84,-0.11296716132016899
CID053469448,0.881720430108,222,-0.04582566676721199,0.866071428571,228,-0.08579784672404603
CID006539452,0.890625,269,-0.048926179086604,0.919540229885,383,-0.05905372251335002
CID009861063,0.779661016949,20,-0.05588665137698401,0.869047619048,242,-0.089967652943646
CID024949702,0.9072164948450001,335,-0.049725134656357986,0.805555555556,59,-0.11568020104574799
CID053467392,0.887640449438,256,-0.05021891796954199,informer,informer,informer
CID044328970,0.890243902439,267,-0.03744872258020599,0.8823529411759999,294,-0.08590639736169302
CID044528968,0.885416666667,246,-0.046952583341644,0.859649122807,203,-0.108561701320839
CID045270417,0.846153846154,116,-0.047046651529053005,0.873563218391,257,-0.07689346191123998
CID024803957,0.817073170732,63,-0.08773761371897298,informer,informer,informer
CID044525945,0.903225806452,318,-0.047000952604587,0.798076923077,54,-0.11648473016371902
CID070685440,0.8915662650599999,275,-0.06657188163060301,0.894230769231,332,-0.063807933847642
CID045272982,0.828571428571,80,-0.045222552233195,0.882978723404,295,-0.073827625017798
CID045481463,0.829268292683,81,-0.05856123639999,0.8217821782179999,83,-0.11094865965099102
CID044525955,0.879120879121,213,-0.05302896369729701,0.798076923077,55,-0.11751452284049799
CID011595752,0.820895522388,67,-0.047509109004099014,0.8666666666670001,232,-0.09207043305269999
CID006263849,0.9076923076919999,336,-0.038562069004778016,0.919540229885,384,-0.061253232964724
CID006539550,0.837837837838,95,-0.056990046232645995,0.8279569892470001,98,-0.10797818551978297
CID044532432,0.8676470588240001,171,-0.04495973843407999,0.888888888889,313,-0.07685527544347101
CID070683338,0.8977272727269999,302,-0.057261193813268,0.8990825688070001,346,-0.06340244985259295
CID006539376,0.916666666667,367,-0.035958142792233,0.8367346938779999,121,-0.130019270646147
CID006539427,0.9111111111110001,344,-0.042808364481614986,0.87962962963,281,-0.107661606106674
CID044525972,0.9058823529410001,331,-0.04703013107311599,0.7659574468089999,28,-0.12336114771101503
CID017917696,0.888888888889,260,-0.037824335748789996,0.87,247,-0.086360656139615
CID057403579,0.909090909091,339,-0.053063960724352,0.8981481481479999,341,-0.06876239349519701
CID024803301,0.8241758241760001,73,-0.09899980096070898,0.555555555556,9,-0.23723362192726194
CID010239038,0.919191919192,373,-0.041265318459922,informer,informer,informer
CID006539582,0.814814814815,61,-0.05175267303081201,0.833333333333,112,-0.099883431035672
CID044525966,0.8915662650599999,276,-0.04686703200935501,0.826530612245,92,-0.11114844354667597
CID044526076,0.780821917808,21,-0.06326618156726299,0.795698924731,47,-0.11081219157800098
CID057398392,0.8974358974359999,301,-0.06465732369961201,0.8877551020409999,308,-0.06770003357702603
CID000227502,0.9402985074629999,389,-0.034011433301485025,0.9318181818179999,397,-0.04987516804185703
CID056680318,0.877358490566,207,-0.051677434856299,0.83606557377,119,-0.11304166388943898
CID022185475,0.7894736842110001,32,-0.06005907603064,0.8383838383840001,127,-0.09352372539878397
CID011057468,0.78125,22,-0.052684041609591996,0.8901098901100001,316,-0.07204000833510599
CID006538884,0.8666666666670001,170,-0.05109285714278698,0.890243902439,317,-0.07702221466737699
CID044525968,0.901234567901,310,-0.046138521532178005,0.8453608247419999,148,-0.10776025879423203
CID006539525,0.8484848484849999,126,-0.056729232769443014,0.9,347,-0.06741809328371198
CID044269265,0.894117647059,284,-0.045217190843458,0.841584158416,136,-0.093057305230985
CID046215644,0.8571428571430001,146,-0.04930146734612498,0.8804347826090001,286,-0.08169510780312797
CID044532102,0.845070422535,113,-0.050217296109153015,0.833333333333,113,-0.10472667735900301
CID006539509,0.8823529411759999,224,-0.04912794438723401,0.923913043478,391,-0.05521131841738301
CID044525929,0.9010989010989999,309,-0.04402503598625401,0.8504672897200001,165,-0.10691041373315699
CID044532450,0.8823529411759999,225,-0.04747242473136402,0.87619047619,267,-0.08845808206507201
CID018536646,0.8709677419349999,186,-0.04453481889236201,0.846846846847,154,-0.093388349905208
CID017755746,0.912087912088,350,-0.040463760046595,0.8155339805830001,71,-0.08975718068327196
CID006539394,0.9135802469140001,358,-0.03379406865561499,0.867346938776,236,-0.11191924792698102
CID011682470,0.802816901408,41,-0.051944579897895006,0.826086956522,90,-0.102209580274681
CID018536633,0.8695652173909999,177,-0.044185770889909,0.8348623853210001,114,-0.09619810862327195
CID044526075,0.788732394366,31,-0.05605031587923501,0.864583333333,224,-0.087715476190569
CID044479934,0.87012987013,181,-0.04415849234804502,0.8421052631579999,138,-0.09705292045059001
CID011682680,0.774647887324,13,-0.059784205238377006,0.854166666667,182,-0.09856151068169698
CID057403576,0.911392405063,347,-0.065515435504189,0.91,365,-0.063546856114598
CID044527603,0.8777777777779999,211,-0.051491653888472,0.8518518518520001,169,-0.11174076426164499
CID044525933,0.888888888889,261,-0.046403183935989016,0.861111111111,206,-0.10264853996528098
CID045271247,0.884615384615,241,-0.03955147922583101,0.877551020408,271,-0.074971231932111
CID044525925,0.917525773196,369,-0.05072019658708801,0.769230769231,29,-0.137262192347307
CID009925372,0.765625,7,-0.053251805967064,0.879120879121,278,-0.08592024095076799
CID006539523,0.8852459016390001,245,-0.046993667451063995,0.916666666667,379,-0.066015856949961
CID011594774,0.8125,56,-0.04979155458347902,0.862068965517,212,-0.08833394882222702
CID010286382,0.90243902439,315,-0.039034261433641006,0.881188118812,290,-0.09970538002864598
CID009925594,0.763636363636,5,-0.056990817581411016,0.876543209877,270,-0.07712299919136101
CID021027446,0.819444444444,64,-0.05031568854073799,0.909090909091,362,-0.06774146786334
CID009914412,0.916666666667,368,-0.051098653215230994,0.845454545455,149,-0.093090038563959
CID006539480,0.833333333333,90,-0.063031068043064,0.9130434782610001,372,-0.06083286466784398
CID044525927,0.876404494382,204,-0.05451532209688301,0.794117647059,46,-0.134374109565709
CID053469453,0.886363636364,248,-0.04723529054842701,0.8691588785050001,243,-0.08521336900506399
CID006539516,0.902777777778,316,-0.038905395867902995,0.9375,398,-0.05181671561847498
CID044536075,0.77027027027,10,-0.06449187909345,0.8367346938779999,122,-0.09437241061588003
CID044328896,0.888888888889,262,-0.037707783158218995,0.87,248,-0.08777815602842497
CID006539578,0.8648648648649999,165,-0.048790277249147015,0.8369565217389999,123,-0.10182661791324599
CID025263084,0.860759493671,154,-0.07654402431261201,0.84693877551,155,-0.08970326273712499
CID044526069,0.777777777778,18,-0.058499368010617,0.867346938776,237,-0.08644681183469001
CID006539565,0.8714285714290001,187,-0.04796047753550299,0.8666666666670001,233,-0.09184521137512297
CID044592364,0.844444444444,112,-0.085913283571882,0.469879518072,5,-0.26807862316919095
CID006539486,0.847222222222,121,-0.06245080061852601,0.835164835165,117,-0.08445987013437802
CID044578252,0.8630136986299999,160,-0.04781704639824302,0.847826086957,158,-0.10139185851102099
CID009929101,0.8875,253,-0.036519510481335,0.88,282,-0.09238140345031601
CID024804780,0.8235294117649999,72,-0.08106547491767702,0.337837837838,3,-0.347876048365885
CID017755233,0.922330097087,376,-0.03832946044636101,0.844827586207,147,-0.09136084082412797
CID044525939,0.8901098901100001,265,-0.050327407728692,0.78431372549,35,-0.123511312890927
CID010278843,0.918367346939,371,-0.03945903372124901,0.827272727273,96,-0.08978608638880298
CID044525959,0.912087912088,351,-0.04694698886607801,0.755102040816,19,-0.134704755062664
CID025093464,0.8589743589740001,150,-0.04355476402828599,0.88,283,-0.079004635850517
CID006539506,0.87323943662,195,-0.05402193927646899,0.904255319149,358,-0.06412704365417897
CID044529229,0.8969072164949999,300,-0.062528395270253,0.849557522124,162,-0.08421888873988997
CID006539461,0.875,199,-0.058285389847414,0.844444444444,145,-0.08086592237668
CID000447966,0.822580645161,71,-0.04929258614810599,0.8433734939759999,142,-0.10152299203387403
CID044532445,0.872093023256,190,-0.047910937311354,0.878504672897,275,-0.08409987382912602
CID044433573,0.810810810811,54,-0.051157939251774004,0.81914893617,76,-0.089084527808934
CID006539602,0.8356164383560001,93,-0.052423909345079,0.875,264,-0.089772904790133
CID006539513,0.8695652173909999,178,-0.05068322391509102,0.8522727272730001,172,-0.07408319161270599
CID001489204,0.87012987013,182,-0.04923252524447301,0.817204301075,75,-0.094240133553197
CID044529385,0.880952380952,216,-0.043668673632168,0.8962264150939999,337,-0.07366667954361503
CID006539473,0.805970149254,47,-0.071347377008735,0.816091954023,72,-0.08941824833872296
CID006539605,0.824324324324,74,-0.05310917898085301,0.877551020408,272,-0.087127966579433
CID044305812,0.9552238805969999,397,-0.028547456020735006,0.918604651163,382,-0.057741540228335
CID009923028,0.805970149254,48,-0.05193546078576501,0.89247311828,328,-0.064864210198676
CID044525960,0.9069767441859999,334,-0.045358141990313,0.864077669903,222,-0.105593920961546
CID044525485,0.8705882352940001,184,-0.04947604811973099,0.760416666667,24,-0.13120420790597198
CID011231979,0.826086956522,78,-0.057445494283142,0.804597701149,58,-0.12083685517109598
CID044525970,0.8705882352940001,185,-0.05415850904887097,0.7979797979800001,53,-0.11787674489244897
CID044525937,0.904255319149,322,-0.04625785374282598,0.7884615384620001,40,-0.12107525323944296
CID044529831,0.8823529411759999,226,-0.03960150386186,0.854368932039,183,-0.106701188326709
CID024803300,0.8095238095239999,53,-0.11627881228147152,0.518072289157,8,-0.26202099807382495
CID009836051,0.80303030303,43,-0.050949807388784005,0.903225806452,356,-0.06931802531906298
CID006539610,0.847222222222,122,-0.050701461994199996,0.8723404255320001,252,-0.08834139516209896
CID044529101,0.876288659794,202,-0.052924249579233015,0.821428571429,80,-0.11226739161160997
CID011524582,0.9111111111110001,345,-0.04641373104439399,0.90990990991,364,-0.06215213138948801
CID010595057,0.8734177215189999,198,-0.04692000499823003,0.9019607843140001,352,-0.07730723777516597
CID009814925,0.820895522388,68,-0.04730407482778901,0.903225806452,357,-0.06459990452841799
CID044532297,0.849315068493,130,-0.046048635661255,0.86170212766,209,-0.089353487084553
CID051356854,0.8550724637680001,144,-0.04428956753978199,0.85393258427,180,-0.08896899673714001
CID044528946,0.885416666667,247,-0.048117975774234004,0.8695652173909999,246,-0.10005853628230701
CID006539587,0.7794117647059999,19,-0.05785539393728602,0.8723404255320001,253,-0.08603275597947699
CID010267580,0.820895522388,69,-0.047632875830192004,0.879120879121,279,-0.07659322885982298
CID044525928,0.898876404494,305,-0.04270998944286101,0.847619047619,157,-0.111092339986156
CID044525946,0.891304347826,273,-0.05065725344966201,0.78640776699,36,-0.11984988186279098
CID057401867,0.8987341772149999,304,-0.06261403024372,0.9,348,-0.063576136257865
CID010186182,0.924731182796,381,-0.039195478972121015,0.839622641509,132,-0.084429009781902
CID044525973,0.918604651163,372,-0.04572908226745401,0.778947368421,31,-0.12158626022423699
CID044527001,0.901639344262,312,-0.045102877350682996,0.846153846154,151,-0.100299885730317
CID006539496,0.8405797101450001,101,-0.06709923529751699,0.904255319149,359,-0.06688498481969199
CID011373846,0.886363636364,249,-0.037708699797219,0.8691588785050001,244,-0.07876528014218799
CID044306199,0.9264705882350001,382,-0.034509141494546994,0.9213483146070001,387,-0.05828243033621397
CID044529112,0.8878504672900001,258,-0.048320605007353995,0.83606557377,120,-0.10904561615157998
CID057396627,0.9135802469140001,359,-0.063333626697753,0.89,315,-0.06549891467119799
CID046214650,0.8571428571430001,147,-0.04752053606398398,0.8804347826090001,287,-0.08097799315214597
CID006539504,0.901408450704,311,-0.043570794171153004,0.913978494624,375,-0.06017248924288799
CID044525944,0.8850574712639999,242,-0.051812676630154014,0.787878787879,38,-0.121988168146449
CID049862644,0.813953488372,58,-0.078166588444991,0.8425925925929999,140,-0.08702334322588802
CID049798353,0.852941176471,140,-0.04665796144258101,0.8777777777779999,273,-0.07437803200273402
CID011712734,0.872093023256,191,-0.045180887106326006,0.878504672897,276,-0.08966958200392902
CID002409198,0.8904109589040001,268,-0.044922546682117995,0.881720430108,293,-0.07622444553988798
CID000156422,0.90625,333,-0.046391526593884014,0.867256637168,234,-0.08328186513726797
CID057398391,0.911392405063,348,-0.06610764596991302,0.8989898989899999,343,-0.06537129956397003
CID044336137,0.894117647059,285,-0.044211183394044,0.885714285714,304,-0.07360209836421401
CID006539428,0.9111111111110001,346,-0.044442923742934994,0.889908256881,314,-0.09822875858254901
CID044526072,0.8026315789470001,40,-0.055388529273788,0.86,204,-0.094945136520625
CID005329481,0.861111111111,157,-0.05238578944022601,0.846153846154,152,-0.08613245806217601
CID044532978,0.838235294118,97,-0.056377405893721005,0.85393258427,181,-0.094089267629298
CID000253268,0.953125,396,-0.025599044950692998,0.928571428571,395,-0.05003855216523403
CID044525971,0.869047619048,174,-0.05942700935945001,0.688888888889,11,-0.157663941154049
CID006539615,0.91,341,-0.04355963847724499,0.821428571429,81,-0.10336628765055897
CID044305551,0.942028985507,390,-0.030134063772607994,0.909090909091,363,-0.05689863315834999
CID053469824,0.825581395349,76,-0.058859869220331,0.8518518518520001,170,-0.10050165268059698
CID044305879,0.945205479452,391,-0.03396677237592301,0.9010989010989999,351,-0.06619974859404601
CID025190914,0.8977272727269999,303,-0.071100159352421,0.834951456311,115,-0.08705544223410001
CID006539481,0.846153846154,117,-0.06387702105812601,0.9111111111110001,367,-0.06203257281531799
CID051356853,0.8484848484849999,127,-0.04490467657340901,0.862068965517,213,-0.08454352218581702
CID044525938,0.8901098901100001,266,-0.049619083403876996,0.7961165048540001,49,-0.11711592199037697
CID010186009,0.9148936170209999,364,-0.03442519181567501,0.883928571429,299,-0.09303717642917897
CID015872399,0.894117647059,286,-0.03764414571384202,0.875,265,-0.080923830138074
CID044532997,0.8125,57,-0.058567231781389006,0.8352941176469999,118,-0.11468654496293004
CID051356289,0.833333333333,91,-0.05012454929038801,0.8235294117649999,85,-0.11423230755252001
CID011793277,0.871794871795,188,-0.045579576465083,0.911764705882,369,-0.06867178111803102
CID006539579,0.8630136986299999,161,-0.052717211844095016,0.8723404255320001,254,-0.08904021483331098
CID010028480,0.847058823529,119,-0.08905250125696602,0.765306122449,25,-0.11543958063581
CID044305647,0.9589041095890001,398,-0.028055198092472994,0.9,349,-0.06346827748105299
