molid,bglf4_c_s_2,bglf4_c_l_2,bglf4_c_w_2,bglf4_p_s_2,bglf4_p_l_2,bglf4_p_w_2,pknb_c_s_2,pknb_c_l_2,pknb_c_w_2,pknb_p_s_2,pknb_p_l_2,pknb_p_w_2
CID044525966,nan,nan,-0.04686703200935501,nan,nan,-0.11114844354667597,nan,nan,-0.006530242180844002,0.78021978022,81,-0.12934621534297797
CID044525969,nan,nan,-0.048986040460165,nan,nan,-0.10818329626717299,nan,nan,-0.007049633699638,0.784946236559,85,-0.128249639849587
CID044305551,nan,nan,-0.030134063772607994,nan,nan,-0.05689863315834999,nan,nan,-0.005777312709410999,0.904761904762,370,-0.057065785965563984
CID066561090,nan,nan,-0.04574947595145201,nan,nan,-0.08231273171277999,nan,nan,-0.018629563492063003,0.846153846154,187,-0.08898694766256698
CID019879232,nan,nan,-0.046293796494690995,nan,nan,-0.066509014353144,nan,nan,-0.008352519704847001,0.876404494382,295,-0.07400888336806802
CID011224168,nan,nan,-0.040410416132293986,nan,nan,-0.08708239105338303,nan,nan,-0.004609448160515995,0.8064516129029999,105,-0.10825228859999103
CID057401867,nan,nan,-0.06261403024372,nan,nan,-0.063576136257865,nan,nan,-0.017790484504594,0.847826086957,196,-0.09883354577217199
CID009958299,nan,nan,-0.039689017939518,nan,nan,-0.08524780973350098,nan,nan,-0.006031134588356,0.8571428571430001,219,-0.07981476454404798
CID044592364,nan,nan,-0.085913283571882,nan,nan,-0.26807862316919095,nan,nan,-0.006808169069353999,0.839622641509,170,-0.09088226986959899
CID044527603,nan,nan,-0.051491653888472,nan,nan,-0.11174076426164499,nan,nan,-0.007172506429776003,0.681318681319,8,-0.17628287194557102
CID053467392,nan,nan,-0.050218917969542,informer,informer,informer,nan,nan,-0.019121990369186,informer,informer,informer
CID044305910,nan,nan,-0.03742341631547401,nan,nan,-0.054158007204413,nan,nan,-0.009171973343216,0.8928571428569999,342,-0.06427512633174504
CID051354327,nan,nan,-0.05451196391533,nan,nan,-0.11075758782238695,nan,nan,-0.008670256606498998,0.8571428571430001,220,-0.08345981904628696
CID005329477,nan,nan,-0.046039932269479014,nan,nan,-0.09080939374875296,nan,nan,-0.007193325337016,0.824561403509,124,-0.10111035941339203
CID006539463,nan,nan,-0.06472736391696801,nan,nan,-0.057394428474159015,nan,nan,-0.007391544117658,0.8928571428569999,343,-0.06173647478926603
CID006539461,nan,nan,-0.058285389847414,nan,nan,-0.08086592237668,nan,nan,-0.006468698403964002,0.876404494382,297,-0.07235716460038102
CID051354328,nan,nan,-0.049547352728887994,nan,nan,-0.10113614298332899,nan,nan,-0.008771339712921999,0.833333333333,143,-0.09523826836980501
CID006539467,nan,nan,-0.06527702531117201,nan,nan,-0.07875911363583796,nan,nan,-0.007278225035827,0.863636363636,249,-0.08057643208752599
CID006539465,nan,nan,-0.07324703669865601,nan,nan,-0.06448287833778898,nan,nan,-0.007744794780499002,0.879518072289,314,-0.06834806173465298
CID057396627,nan,nan,-0.063333626697753,nan,nan,-0.06549891467119799,nan,nan,-0.016294154144350998,0.86170212766,237,-0.090951584539298
CID044529262,nan,nan,-0.05161134299282599,nan,nan,-0.09575798678627603,nan,nan,-0.007680241468662998,0.7425742574259999,41,-0.14484303214610303
CID000599038,nan,nan,-0.03461347690214699,nan,nan,-0.059961971497032994,nan,nan,-0.006562002375691997,0.855421686747,214,-0.08025535359192698
CID044535870,nan,nan,-0.05914830129220001,nan,nan,-0.102081419202376,nan,nan,-0.008144088071723999,0.9,359,-0.06510056254168299
CID044529114,nan,nan,-0.051996239239571,informer,informer,informer,nan,nan,-0.0069527018354660014,informer,informer,informer
CID010086873,nan,nan,-0.049051084316202004,nan,nan,-0.071843674204929,nan,nan,-0.0065197348425749995,0.833333333333,140,-0.09422606465495399
CID044529385,nan,nan,-0.043668673632168,nan,nan,-0.07366667954361503,nan,nan,-0.0071010381204650004,0.9029126213590001,364,-0.05895121465210797
CID049862783,nan,nan,-0.06511670891743,nan,nan,-0.082985203010542,nan,nan,-0.008241614635106,0.8738738738740001,288,-0.07787294797372298
CID053466951,nan,nan,-0.053256980854056,nan,nan,-0.088461893370953,nan,nan,-0.015003802764774001,0.826923076923,130,-0.09541306112334098
CID051357954,nan,nan,-0.05120595839689401,nan,nan,-0.10193765685950798,nan,nan,-0.008467290676541,0.8679245283020001,260,-0.07826780398704197
CID006539588,nan,nan,-0.04854017294474801,nan,nan,-0.10311344966048898,nan,nan,-0.007452142857136001,0.847826086957,197,-0.08390174943526799
CID045269578,nan,nan,-0.047083529333396004,nan,nan,-0.10028212775378602,nan,nan,-0.0063889478025219975,0.811764705882,108,-0.10458529561705499
CID044525972,nan,nan,-0.04703013107311599,nan,nan,-0.12336114771101502,nan,nan,-0.005607148191617997,0.795698924731,95,-0.123013469792258
CID009903786,nan,nan,-0.060452000701908,nan,nan,-0.08807000877166299,nan,nan,-0.009209166666655,0.9058823529410001,372,-0.05512273317202197
CID006539587,nan,nan,-0.05785539393728602,nan,nan,-0.08603275597947699,nan,nan,-0.00821953405016,0.879120879121,312,-0.06726234401481798
CID005329481,nan,nan,-0.05238578944022601,nan,nan,-0.08613245806217601,nan,nan,-0.006861653116528999,0.8777777777779999,302,-0.07722741665732705
CID006539582,nan,nan,-0.05175267303081201,nan,nan,-0.099883431035672,nan,nan,-0.008950519689649,0.8383838383840001,163,-0.09208163352979595
CID006539480,nan,nan,-0.063031068043064,nan,nan,-0.06083286466784398,nan,nan,-0.0068862605953290005,0.896551724138,350,-0.060313573654551006
CID044525932,nan,nan,-0.051506065331601,nan,nan,-0.126732122116473,nan,nan,-0.009015163960327997,0.734693877551,28,-0.156904084385781
CID044525933,nan,nan,-0.046403183935989016,nan,nan,-0.10264853996528098,nan,nan,-0.008108955638996999,0.7340425531910001,27,-0.15623074103056495
CID070683337,nan,nan,-0.062428628529847006,nan,nan,-0.061202478336737975,nan,nan,-0.015145878019874,0.8823529411759999,317,-0.08114235147498602
CID044525936,nan,nan,-0.04001546165618,nan,nan,-0.12596400445430597,nan,nan,-0.006138897981441997,0.755319148936,60,-0.14909843736653697
CID044525937,nan,nan,-0.04625785374282598,nan,nan,-0.12107525323944296,nan,nan,-0.0076636929568809995,0.742268041237,40,-0.15301203267866703
CID044525934,nan,nan,-0.051234104515525986,nan,nan,-0.11296716132016899,nan,nan,-0.008718895103420997,0.729166666667,22,-0.15804627660330098
CID044525935,nan,nan,-0.045015022901639994,nan,nan,-0.13103720352177198,nan,nan,-0.006914904738643002,0.75,54,-0.150048034598393
CID010358578,nan,nan,-0.050598388910836,nan,nan,-0.07512795466889399,nan,nan,-0.0061865853658519985,0.876404494382,296,-0.07209294051233002
CID044525938,nan,nan,-0.049619083403876996,nan,nan,-0.11711592199037697,nan,nan,-0.0078092249855469965,0.736842105263,34,-0.154825377853201
CID044525939,nan,nan,-0.050327407728692,nan,nan,-0.123511312890927,nan,nan,-0.008028933832123,0.736842105263,33,-0.154861928259316
CID070683338,nan,nan,-0.05726119381326801,nan,nan,-0.06340244985259295,nan,nan,-0.013296328671326,0.862745098039,246,-0.08465253195003099
CID044526068,nan,nan,-0.06094697118297001,nan,nan,-0.09062496889449599,nan,nan,-0.008311464654745,0.8777777777779999,301,-0.07135886067727903
CID044591845,nan,nan,-0.080422409677057,nan,nan,-0.34715169090172093,nan,nan,-0.007139173933124,0.826923076923,131,-0.09465030986509498
CID044397393,nan,nan,-0.038146767862583,nan,nan,-0.07454787993315096,nan,nan,-0.005518049074212997,0.862068965517,239,-0.08093806402895201
CID025263079,nan,nan,-0.084870851447331,nan,nan,-0.116953677687936,nan,nan,-0.007754166666673,0.877551020408,300,-0.07395512009083999
CID011220119,nan,nan,-0.049772613022973,nan,nan,-0.07202442934049298,nan,nan,-0.007976479196141998,0.8953488372089999,349,-0.060078080999295014
CID046214650,nan,nan,-0.04752053606398398,nan,nan,-0.08097799315214597,nan,nan,-0.008891448098340998,0.875,293,-0.075743339632488
CID044336144,nan,nan,-0.043209600679689014,nan,nan,-0.08953179474550099,nan,nan,-0.008539560772776001,0.8210526315790001,118,-0.11325591455446195
CID009836051,nan,nan,-0.050949807388784005,nan,nan,-0.06931802531906298,nan,nan,-0.008264292914426001,0.873563218391,284,-0.07260498309869598
CID044532690,nan,nan,-0.04439827593388501,nan,nan,-0.089522045821947,nan,nan,-0.007153726373062001,0.827272727273,132,-0.10951938973237496
CID011682680,nan,nan,-0.059784205238377006,nan,nan,-0.09856151068169698,nan,nan,-0.009988128772627999,0.847826086957,194,-0.087960760254056
CID006539516,nan,nan,-0.038905395867902995,nan,nan,-0.05181671561847498,nan,nan,-0.008167881116407,0.873563218391,282,-0.07110533821480497
CID044269265,nan,nan,-0.045217190843458,nan,nan,-0.093057305230985,nan,nan,-0.008695918367342,0.822916666667,121,-0.11197089418753699
CID010267580,nan,nan,-0.047632875830192004,nan,nan,-0.07659322885982298,nan,nan,-0.006271950032444999,0.860465116279,234,-0.08094261214794998
CID006539513,nan,nan,-0.05068322391509102,nan,nan,-0.07408319161270599,nan,nan,-0.006198376611183002,0.922222222222,392,-0.04997442103806299
CID006539512,nan,nan,-0.04487685913949499,nan,nan,-0.05256856701040497,nan,nan,-0.005294140135863998,0.939759036145,398,-0.03973789340922
CID044528968,nan,nan,-0.046952583341644,nan,nan,-0.108561701320839,nan,nan,-0.006759289759585998,0.6451612903230001,7,-0.18817175603160996
CID044578252,nan,nan,-0.047817046398243024,nan,nan,-0.10139185851102099,nan,nan,-0.006784322678848001,0.879120879121,311,-0.067872852307572
CID006539519,nan,nan,-0.04844204942594401,nan,nan,-0.056004981373457996,nan,nan,-0.008890665403413999,0.865168539326,253,-0.07231125423274999
CID051357696,nan,nan,-0.050607191744443995,nan,nan,-0.08953728402664299,nan,nan,-0.008234489200386998,0.8571428571430001,225,-0.08369811872443096
CID024803957,nan,nan,-0.08773761371897298,informer,informer,informer,nan,nan,-0.007361282471286999,informer,informer,informer
CID053469453,nan,nan,-0.04723529054842701,nan,nan,-0.08521336900506399,nan,nan,-0.018439064558607,0.841584158416,177,-0.08722002327629602
CID044525486,nan,nan,-0.05606229460560998,nan,nan,-0.13434943120646703,nan,nan,-0.007697352928445001,0.7473684210529999,49,-0.147250843535422
CID044525485,nan,nan,-0.04947604811973099,nan,nan,-0.13120420790597198,nan,nan,-0.006929999999995998,0.75,57,-0.145372002885031
CID000309461,nan,nan,-0.04106982667731199,nan,nan,-0.07701160131914302,nan,nan,-0.006640174379622001,0.886075949367,332,-0.06556796835817902
CID044397192,nan,nan,-0.02459431227812802,nan,nan,-0.058194451275852,nan,nan,-0.005012090150452999,0.912087912088,384,-0.054664924368944004
CID011524582,nan,nan,-0.04641373104439399,nan,nan,-0.06215213138948801,nan,nan,-0.008549572649576998,0.83,136,-0.09582852279256701
CID025033539,nan,nan,-0.05231809561229401,nan,nan,-0.09614497726841899,nan,nan,-0.008706535396673001,0.878504672897,306,-0.07564151588098202
CID010639924,nan,nan,-0.05651977847972399,nan,nan,-0.08840745494520098,nan,nan,-0.0075195842653620025,0.873563218391,279,-0.07204691780724798
CID006263849,nan,nan,-0.038562069004778016,nan,nan,-0.061253232964724,nan,nan,-0.005365693899044001,0.915662650602,389,-0.04983791844756799
CID056673516,nan,nan,-0.042299467227936025,informer,informer,informer,nan,nan,-0.008226335817344003,informer,informer,informer
CID044305594,nan,nan,-0.03940805182946801,nan,nan,-0.07061122509172002,nan,nan,-0.008052065443370001,0.880952380952,316,-0.07106232005862599
CID011495551,nan,nan,-0.052606614057097004,nan,nan,-0.11410414092094898,nan,nan,-0.008435330261149,0.833333333333,147,-0.09604378787232601
CID022049997,nan,nan,-0.04175679233327201,nan,nan,-0.080096099572954,nan,nan,-0.0066938838475440006,0.904761904762,368,-0.058520198118438
CID018536633,nan,nan,-0.044185770889909,nan,nan,-0.09619810862327195,nan,nan,-0.007387757564062,0.817307692308,112,-0.10245579789397699
CID056680318,nan,nan,-0.051677434856299,nan,nan,-0.11304166388943898,nan,nan,-0.00785019491656,0.745454545455,48,-0.162340925907462
CID006539394,nan,nan,-0.03379406865561499,nan,nan,-0.11191924792698099,nan,nan,-0.004594866139535997,0.513888888889,1,-0.259364863292623
CID006539398,nan,nan,-0.04641933685279401,nan,nan,-0.114151150190417,nan,nan,-0.006209615384601999,0.569620253165,3,-0.24118221218455999
CID044536075,nan,nan,-0.06449187909345,nan,nan,-0.09437241061588003,nan,nan,-0.009340621352257,0.9,357,-0.06121269927388098
CID051356289,nan,nan,-0.05012454929038801,nan,nan,-0.11423230755252001,nan,nan,-0.007106304293890002,0.8,99,-0.11445967861865997
CID044529229,nan,nan,-0.062528395270253,nan,nan,-0.08421888873988997,nan,nan,-0.006568818860448999,0.875,290,-0.07710537403937598
CID044532450,nan,nan,-0.04747242473136402,nan,nan,-0.08845808206507201,nan,nan,-0.007871460674174003,0.8367346938779999,156,-0.09579859888106304
CID011793277,nan,nan,-0.045579576465083,nan,nan,-0.06867178111803102,nan,nan,-0.009290356744708997,0.849462365591,205,-0.09521700080986002
CID044529279,nan,nan,-0.052409624501066995,nan,nan,-0.10937667197691398,nan,nan,-0.007442153018867999,0.724489795918,19,-0.15551167360909599
CID024804781,nan,nan,-0.075016999440502,informer,informer,informer,nan,nan,-0.006819576719573,informer,informer,informer
CID044526078,nan,nan,-0.05725304483153001,nan,nan,-0.08837412261791702,nan,nan,-0.008297966027216,0.863157894737,248,-0.082791608442567
CID044532526,nan,nan,-0.04011786531512898,nan,nan,-0.09113456632687,nan,nan,-0.004296557956148,0.7951807228919999,94,-0.11060075497539404
CID006539426,nan,nan,-0.044120041770173,nan,nan,-0.100511831035448,nan,nan,-0.006543593073597999,0.6125,5,-0.20588839395556896
CID044526072,nan,nan,-0.055388529273787984,nan,nan,-0.094945136520625,nan,nan,-0.007650212652847999,0.8043478260870001,102,-0.10130513384326797
CID044526073,nan,nan,-0.063281122603475,nan,nan,-0.09391092856310797,nan,nan,-0.008068486882854999,0.865168539326,252,-0.07702900436370098
CID044526070,nan,nan,-0.06541767922160402,nan,nan,-0.095482422343021,nan,nan,-0.008398068901046,0.873563218391,278,-0.07444042908121898
CID044526071,nan,nan,-0.064077433144093,nan,nan,-0.087397469664216,nan,nan,-0.008778420208371,0.8723404255320001,275,-0.07454850532369697
CID044526076,nan,nan,-0.063266181567263,nan,nan,-0.11081219157800098,nan,nan,-0.008114838258672999,0.863157894737,247,-0.08217313225533601
CID044526077,nan,nan,-0.060181742786446,nan,nan,-0.11438359253694501,nan,nan,-0.007533505336819997,0.8695652173909999,268,-0.07835994179271905
CID044526075,nan,nan,-0.05605031587923501,nan,nan,-0.087715476190569,nan,nan,-0.007665967900436003,0.8709677419349999,271,-0.07507171070108803
CID009861063,nan,nan,-0.055886651376984,nan,nan,-0.089967652943646,nan,nan,-0.0077540026591219995,0.8625,243,-0.07757311145708798
CID011712734,nan,nan,-0.045180887106326006,nan,nan,-0.08966958200392902,nan,nan,-0.006836145738016998,0.7659574468089999,72,-0.12972259418996904
CID015407403,nan,nan,-0.04776915658243999,nan,nan,-0.10388280766864401,nan,nan,-0.008271143617015999,0.8383838383840001,162,-0.09799935625576796
CID044397687,nan,nan,-0.047370068726642,nan,nan,-0.08826851765782397,nan,nan,-0.0066348675328160005,0.80487804878,103,-0.10903000727167299
CID044532978,nan,nan,-0.056377405893721005,nan,nan,-0.094089267629298,nan,nan,-0.006683895921233002,0.79012345679,93,-0.11644865695418102
CID044328896,nan,nan,-0.037707783158218995,nan,nan,-0.08777815602842497,nan,nan,-0.006925059101659,0.8279569892470001,133,-0.10273483986353894
CID010135552,nan,nan,-0.04830998348709399,nan,nan,-0.10182445440248099,nan,nan,-0.006637851731603999,0.885416666667,328,-0.071128193661743
CID011373846,nan,nan,-0.037708699797219,nan,nan,-0.07876528014218799,nan,nan,-0.0059321099538479985,0.83,137,-0.089204856865675
CID021078798,nan,nan,-0.04976086757998001,nan,nan,-0.09378709292491498,nan,nan,-0.0074970417732360016,0.894736842105,345,-0.06253062115307498
CID045481463,nan,nan,-0.05856123639999,nan,nan,-0.11094865965099102,nan,nan,-0.007192332641402999,0.826530612245,129,-0.10044058294696798
CID006450551,nan,nan,-0.050336359461136,nan,nan,-0.10141562335423798,nan,nan,-0.0063726431338739994,0.878787878788,307,-0.07027558125462599
CID044578709,nan,nan,-0.056145555783045004,nan,nan,-0.11953869201259601,nan,nan,-0.008505797101454,0.8181818181820001,113,-0.10846184996464496
CID010452739,nan,nan,-0.05155943797651902,nan,nan,-0.078688262692892,nan,nan,-0.008290704753820002,0.882978723404,323,-0.06951098440655601
CID057396626,nan,nan,-0.059988109284623,nan,nan,-0.06436019413570797,nan,nan,-0.015776569372259998,0.8152173913040001,110,-0.10957923634472697
CID000069689,nan,nan,-0.02676393036092599,nan,nan,-0.05091613613615702,nan,nan,-0.006300686204637999,0.8933333333329999,344,-0.06143181376747603
CID044532720,nan,nan,-0.04397648194653899,nan,nan,-0.08298359408004,nan,nan,-0.005351202321721997,0.8705882352940001,269,-0.07772243686940697
CID053322416,nan,nan,-0.056397501896185,nan,nan,-0.10082300580620603,nan,nan,-0.007833645011115,0.8915662650599999,341,-0.06331756915756503
CID024804298,nan,nan,-0.080549930812256,nan,nan,-0.3176073894068339,nan,nan,-0.007281084186290003,0.8490566037739999,202,-0.08796018605543902
CID044532480,nan,nan,-0.043192557191034014,nan,nan,-0.08633598113594296,nan,nan,-0.005996251378669,0.851485148515,208,-0.09262291199371399
CID057396625,nan,nan,-0.07093279859926802,nan,nan,-0.067158310230258,nan,nan,-0.01818056137412,0.858695652174,228,-0.09191615683428199
CID006539579,nan,nan,-0.052717211844095016,nan,nan,-0.08904021483331098,nan,nan,-0.008043052837579001,0.8666666666670001,258,-0.07391093727631795
CID057345685,nan,nan,-0.068499566337513,nan,nan,-0.064454679915762,nan,nan,-0.017485868688798003,0.878787878788,310,-0.08430068333194499
CID044529220,nan,nan,-0.050227602458834994,nan,nan,-0.11007624338237601,nan,nan,-0.007083518170304998,0.757009345794,61,-0.14000919625471597
CID051355190,nan,nan,-0.048284123687020994,nan,nan,-0.089227552990017,nan,nan,-0.00824007808582,0.8317757009350001,138,-0.09401244953310997
CID045480848,nan,nan,-0.055635563044718,nan,nan,-0.10731835662379902,nan,nan,-0.007305913978514001,0.828282828283,134,-0.09779973389338797
CID015872399,nan,nan,-0.03764414571384201,nan,nan,-0.080923830138074,nan,nan,-0.006181914893619002,0.84693877551,193,-0.08980390208206002
CID045270417,nan,nan,-0.047046651529053005,nan,nan,-0.07689346191123998,nan,nan,-0.0062626573426590015,0.83950617284,168,-0.090921856243345
CID044525943,nan,nan,-0.044136181254501,nan,nan,-0.11763961863983496,nan,nan,-0.00698292169864,0.736842105263,35,-0.15524424820278201
CID011626560,nan,nan,-0.03667061416519899,nan,nan,-0.07100468099096599,nan,nan,-0.006839886332478,0.877358490566,299,-0.072544807587613
CID009923028,nan,nan,-0.05193546078576501,nan,nan,-0.064864210198676,nan,nan,-0.008406611638446,0.875,291,-0.072733523449424
CID044525958,nan,nan,-0.05206068969326401,nan,nan,-0.11155213261908001,nan,nan,-0.007911130409625001,0.76,67,-0.138610181776218
CID044525959,nan,nan,-0.04694698886607801,nan,nan,-0.134704755062664,nan,nan,-0.007336808373089001,0.744680851064,45,-0.15468899397981703
CID044532438,nan,nan,-0.053041623385434014,nan,nan,-0.09554698718286198,nan,nan,-0.008028196820885,0.85,206,-0.09288515021106501
CID000253268,nan,nan,-0.025599044950692998,nan,nan,-0.05003855216523403,nan,nan,-0.0059566869858929975,0.8974358974359999,351,-0.05960119505131403
CID044526685,nan,nan,-0.05163044027914,nan,nan,-0.07344314765241802,nan,nan,-0.01107590187591,0.858695652174,227,-0.096258322404398
CID044532432,nan,nan,-0.04495973843407999,nan,nan,-0.07685527544347101,nan,nan,-0.005786732929998,0.8571428571430001,222,-0.08286073880219597
CID044525952,nan,nan,-0.056124696131923,nan,nan,-0.139809469461613,nan,nan,-0.007292664454420001,0.747474747475,50,-0.14478990638501602
CID005330286,nan,nan,-0.035462549460756,nan,nan,-0.083328050273447,nan,nan,-0.006085528262782001,0.8252427184469999,126,-0.10022833949493204
CID044525954,nan,nan,-0.04568122480112399,nan,nan,-0.10944930055689,nan,nan,-0.006970945712904996,0.7575757575759999,62,-0.14029700888229002
CID044525955,nan,nan,-0.053028963697297,nan,nan,-0.11751452284049799,nan,nan,-0.007937087912088,0.752577319588,58,-0.14465680222925797
CID044525956,nan,nan,-0.052102271484866014,nan,nan,-0.12319025827987598,nan,nan,-0.008262257004002002,0.762376237624,70,-0.13917772589822802
CID044525957,nan,nan,-0.04799901792916901,nan,nan,-0.108539683765466,nan,nan,-0.007227196969694,0.75,52,-0.146375914900061
CID023648920,nan,nan,-0.064432458017679,nan,nan,-0.18889415965084597,nan,nan,-0.008167997523177999,0.8488372093019999,201,-0.09079960498885806
CID044525950,nan,nan,-0.051745508249185015,nan,nan,-0.11505624595846603,nan,nan,-0.007990519525042998,0.7575757575759999,64,-0.14000803710293902
CID044527657,nan,nan,-0.049348684836265005,nan,nan,-0.09600820776567202,nan,nan,-0.006176073320592001,0.858695652174,226,-0.08334973074506499
CID024803300,nan,nan,-0.11627881228147152,nan,nan,-0.26202099807382495,nan,nan,-0.007360440182859,0.855769230769,218,-0.08438370523323599
CID024803301,nan,nan,-0.09899980096070898,nan,nan,-0.23723362192726194,nan,nan,-0.007039436769601996,0.844036697248,180,-0.08946143236540999
CID044525951,nan,nan,-0.050960852613455,nan,nan,-0.11502457216820902,nan,nan,-0.007254974389278997,0.767676767677,75,-0.13791990391812603
CID023648887,nan,nan,-0.06235407844386401,nan,nan,-0.21193097552839502,nan,nan,-0.006675042920378,0.879120879121,313,-0.07920819289474298
CID006539550,nan,nan,-0.056990046232646,nan,nan,-0.10797818551978297,nan,nan,-0.008742310528826997,0.833333333333,144,-0.097240906974454
CID011959683,nan,nan,-0.039646138535563,nan,nan,-0.07331114016467298,nan,nan,-0.006119642857151,0.8691588785050001,266,-0.07636330126388298
CID022112846,nan,nan,-0.04755881349305401,nan,nan,-0.086609693081639,nan,nan,-0.0070677086797320005,0.822916666667,120,-0.10755094122678499
CID044479934,nan,nan,-0.04415849234804502,nan,nan,-0.09705292045059001,nan,nan,-0.006704126518639003,0.8723404255320001,276,-0.07265829867743798
CID010310395,nan,nan,-0.033497075249633,informer,informer,informer,nan,nan,-0.005523094857725999,informer,informer,informer
CID024949702,nan,nan,-0.049725134656357986,nan,nan,-0.11568020104574799,nan,nan,-0.007033683223989999,0.8095238095239999,106,-0.11579332432265901
CID006539416,nan,nan,-0.043271581601375994,nan,nan,-0.10019638563347201,nan,nan,-0.006621202327085999,0.5875,4,-0.21220072456731298
CID009945516,nan,nan,-0.058491073527514,nan,nan,-0.086409466882472,nan,nan,-0.008415799460703,0.869047619048,264,-0.07542391013994801
CID011133737,nan,nan,-0.04270407753357199,nan,nan,-0.08805972860515399,nan,nan,-0.008199999999981996,0.835051546392,150,-0.09564736569928801
CID049862644,nan,nan,-0.078166588444991,nan,nan,-0.08702334322588802,nan,nan,-0.008622331643030999,0.9,358,-0.06353809094394898
CID011514099,nan,nan,-0.047524838826419,nan,nan,-0.06666682850423598,nan,nan,-0.007889148139997,0.9135802469140001,385,-0.05112446680449797
CID001491157,nan,nan,-0.054991585866047,nan,nan,-0.08212291093881999,nan,nan,-0.008339826839834,0.9157894736839999,390,-0.05133492130247605
CID060150509,nan,nan,-0.04872318730649701,nan,nan,-0.07123229629866198,nan,nan,-0.010369997926589,0.7979797979800001,97,-0.11110295232539596
CID024803786,nan,nan,-0.07940504503548101,nan,nan,-0.221996307815315,nan,nan,-0.005931215842983002,0.8877551020409999,337,-0.07018085094858503
CID046886665,nan,nan,-0.03311612329572501,nan,nan,-0.07535124471713399,nan,nan,-0.005334822560393,0.885714285714,330,-0.06567839151117698
CID044571415,nan,nan,-0.05416188310991302,nan,nan,-0.09313518704141201,nan,nan,-0.008490378811252,0.8679245283020001,259,-0.08077716042201497
CID053317178,nan,nan,-0.051078385734735,nan,nan,-0.077647171562272,nan,nan,-0.008612378411195002,0.90243902439,362,-0.057479499841206996
CID009925594,nan,nan,-0.056990817581411016,nan,nan,-0.077122999191361,nan,nan,-0.007423287451986001,0.8987341772149999,354,-0.05660369599550903
CID000129723,nan,nan,-0.04304926796932501,nan,nan,-0.05642482257756696,nan,nan,-0.008264292914426001,0.860465116279,235,-0.07885284742384199
CID005311382,nan,nan,-0.04602985918974799,informer,informer,informer,nan,nan,-0.007579120879114996,informer,informer,informer
CID000227502,nan,nan,-0.034011433301485025,nan,nan,-0.04987516804185703,nan,nan,-0.006175181783378002,0.928571428571,395,-0.04689687071539103
CID049798353,nan,nan,-0.04665796144258101,nan,nan,-0.07437803200273402,nan,nan,-0.006721153846145002,0.922222222222,393,-0.04850103348493699
CID044525928,nan,nan,-0.04270998944286101,nan,nan,-0.111092339986156,nan,nan,-0.007641695488293998,0.714285714286,13,-0.166511718053459
CID044526922,nan,nan,-0.048833759893159995,nan,nan,-0.098541677777754,nan,nan,-0.008569710664389,0.88,315,-0.074799991158883
CID009925372,nan,nan,-0.053251805967064,nan,nan,-0.08592024095076799,nan,nan,-0.008156788793095998,0.819277108434,115,-0.09518649585759198
CID006539615,nan,nan,-0.04355963847724499,nan,nan,-0.10336628765055897,nan,nan,-0.007633737400761,0.846846846847,191,-0.088605133163277
CID024802788,nan,nan,-0.08725996757464302,nan,nan,-0.27446873717048,nan,nan,-0.006947394739476,0.8365384615379999,154,-0.09258712973480202
CID006539565,nan,nan,-0.04796047753550299,nan,nan,-0.09184521137512297,nan,nan,-0.006373748473745999,0.873563218391,283,-0.072665107880594
CID011595752,nan,nan,-0.04750910900409901,nan,nan,-0.09207043305269999,nan,nan,-0.006969018543651999,0.79012345679,92,-0.10919511243874001
CID006539613,nan,nan,-0.043093149472679025,nan,nan,-0.10969649073673697,nan,nan,-0.006331975362534005,0.8387096774189999,165,-0.088058118171908
CID009929101,nan,nan,-0.036519510481335,nan,nan,-0.09238140345031601,nan,nan,-0.007003595807657002,0.7294117647059999,23,-0.14796149630083305
CID044525974,nan,nan,-0.05792779466431199,nan,nan,-0.13591449054399302,nan,nan,-0.007158175962527,0.833333333333,142,-0.09728146496864898
CID006539486,nan,nan,-0.06245080061852601,nan,nan,-0.08445987013437802,nan,nan,-0.007319534050173998,0.891304347826,340,-0.066669154774877
CID006539481,nan,nan,-0.06387702105812601,nan,nan,-0.06203257281531799,nan,nan,-0.007046655281420002,0.9069767441859999,373,-0.05455681450594303
CID044525973,nan,nan,-0.04572908226745401,nan,nan,-0.12158626022423699,nan,nan,-0.005804590495454999,0.795698924731,96,-0.12810400665446398
CID044525970,nan,nan,-0.05415850904887097,nan,nan,-0.11787674489244897,nan,nan,-0.007338933248153997,0.7894736842110001,91,-0.12487441890457297
CID044525971,nan,nan,-0.05942700935945001,nan,nan,-0.157663941154049,nan,nan,-0.006141902423817,0.787234042553,89,-0.127271726382433
CID017917696,nan,nan,-0.03782433574879,nan,nan,-0.086360656139615,nan,nan,-0.006688888888897,0.8404255319149999,173,-0.09363740544603605
CID009836050,nan,nan,-0.051223445384801,nan,nan,-0.070552308038395,nan,nan,-0.008155978727052,0.862068965517,238,-0.07595276547948203
CID011715767,nan,nan,-0.060439130196414004,nan,nan,-0.07481926324744301,nan,nan,-0.009044530977878,0.876543209877,298,-0.06769040609073002
CID051357138,nan,nan,-0.04210077663917099,nan,nan,-0.07764130062535499,nan,nan,-0.007874717975383002,0.8602150537630001,231,-0.08163579033885694
CID017755746,nan,nan,-0.040463760046595,nan,nan,-0.08975718068327196,nan,nan,-0.006493301158885999,0.87619047619,294,-0.07145820949832399
