molid,rop18_c_s_2,rop18_c_l_2,rop18_c_w_2,rop18_p_s_2,rop18_p_l_2,rop18_p_w_2
CID006539481,nan,nan,-0.24482199726620002,nan,nan,-0.20829511347693005
CID044525973,nan,nan,-0.23200660233948994,nan,nan,-0.40415735718458007
CID044525970,nan,nan,-0.26859777670490004,nan,nan,-0.39663426430899
CID044525971,nan,nan,-0.23367524931971,nan,nan,-0.39359888878776
CID017917696,nan,nan,-0.23156845467317003,nan,nan,-0.26320378324210003
CID009836050,nan,nan,-0.25429791030278004,nan,nan,-0.24010385645204
CID011715767,nan,nan,-0.22967656221804,nan,nan,-0.19004266096239
CID051357138,nan,nan,-0.20841083024505003,nan,nan,-0.2090698347346
CID017755746,nan,nan,-0.17151426153311,nan,nan,-0.23603630126669
CID006539571,nan,nan,-0.20733066585536997,nan,nan,-0.25911651728862
CID006539572,nan,nan,-0.22027917469562003,nan,nan,-0.27354613702727
CID044525953,nan,nan,-0.25724505661289,nan,nan,-0.41231333387355007
CID024804299,nan,nan,-0.23169782268814004,nan,nan,-0.4124508653635
CID044525968,nan,nan,-0.22678672014182,nan,nan,-0.38444444938382005
CID006539470,nan,nan,-0.27275821674809,nan,nan,-0.2547547668804
CID000667570,nan,nan,-0.23257967924551998,nan,nan,-0.18898538224822
CID006539473,nan,nan,-0.29178343180368,nan,nan,-0.24988466162903
CID070685440,nan,nan,-0.18756696347710006,nan,nan,-0.22504398124899994
CID006539475,nan,nan,-0.22617169783203,nan,nan,-0.18832338514947994
CID070685442,nan,nan,-0.16938498861356005,nan,nan,-0.23729736829283005
CID006539477,nan,nan,-0.23062370073003,nan,nan,-0.23762074147947
CID046215644,nan,nan,-0.24029518632570995,nan,nan,-0.24290131589803
CID009865518,nan,nan,-0.2158891633841601,nan,nan,-0.34667641734603
CID010278843,nan,nan,-0.17600031620164,nan,nan,-0.27724737446912
CID024802961,nan,nan,-0.23286623318657002,nan,nan,-0.39246651696514
CID023133388,nan,nan,-0.22040054026601996,nan,nan,-0.3412088434995699
CID000156414,nan,nan,-0.17577764965252,nan,nan,-0.29113754226373995
CID010173796,nan,nan,-0.22122949825772004,informer,informer,informer
CID056673950,nan,nan,-0.22058090993566998,nan,nan,-0.22078575071365997
CID000003134,informer,informer,informer,nan,nan,-0.13370194171768995
CID006539472,informer,informer,informer,nan,nan,-0.21689792646723005
CID009826528,informer,informer,informer,nan,nan,-0.21972089921388993
CID009836405,informer,informer,informer,nan,nan,-0.26203622471408
CID017754438,informer,informer,informer,nan,nan,-0.24683534431647003
CID024803787,informer,informer,informer,nan,nan,-0.40401997151142
CID025263108,informer,informer,informer,nan,nan,-0.24494861951361
CID042618144,informer,informer,informer,nan,nan,-0.24369988140741
CID044397011,informer,informer,informer,nan,nan,-0.23848063510785
CID044525930,informer,informer,informer,nan,nan,-0.45061869882114003
CID044526074,informer,informer,informer,nan,nan,-0.2808007845470001
CID044532639,informer,informer,informer,nan,nan,-0.25239231732695
CID051354901,informer,informer,informer,nan,nan,-0.27131393341427
CID053245731,informer,informer,informer,nan,nan,-0.20509039183287003
CID053467178,informer,informer,informer,nan,nan,-0.31390904543639
CID057401865,informer,informer,informer,nan,nan,-0.22076606714209
